city,latitude,longitude,PM25 AQ,PM25 AQI Category,PM10 AQ,PM10 AQI Category,CO AQ,CO AQI Category,NO2 AQ,NO2 AQI Category,SO2 AQ,SO2 AQI Category,O3 AQ,O3 AQI Category,AQI
Dalu,25.2394094,90.1918773,234.34,Poor,256.33,Poor,900.69,Severe,12.42,Good,4.1,Good,81.54,Satisfactory,5
Selsella,25.6391885,90.0415585,207.14,Poor,226.45,Poor,844.43,Severe,13.54,Good,3.0,Good,80.47,Satisfactory,5
Garobadha,25.5780383,90.023199,220.74,Poor,241.39,Poor,872.56,Severe,12.98,Good,3.55,Good,81.01,Satisfactory,5
Dadenggiri,25.7616516,90.2201182,193.61,Moderate,213.34,Poor,821.12,Severe,12.74,Good,2.7,Good,77.21,Satisfactory,5
Ghorawal,24.7534535,82.779558,107.45,Moderate,113.98,Moderate,483.06,Severe,7.73,Good,2.21,Good,76.7,Satisfactory,5
Mariahu,25.6047132,82.6033192,169.65,Moderate,182.12,Moderate,735.15,Severe,8.33,Good,3.43,Good,82.9,Satisfactory,5
Bhadohi,25.3941093,82.5701465,150.89,Moderate,160.72,Moderate,639.77,Severe,9.24,Good,3.03,Good,77.52,Satisfactory,5
Sultanpur,26.2588602,82.0716893,185.34,Moderate,200.79,Poor,845.03,Severe,10.78,Good,4.43,Good,83.26,Satisfactory,5
Mandi Bamora,24.0584927,78.0803715,66.91,Satisfactory,73.42,Satisfactory,369.57,Very Poor,7.77,Good,2.53,Good,51.86,Satisfactory,4
Madhubani,26.357794,86.069304,253.65,Poor,286.63,Poor,1552.24,Severe,33.06,Good,8.64,Good,64.25,Satisfactory,5
Hupari,16.6175903,74.4067388,118.41,Moderate,125.52,Moderate,405.93,Severe,4.99,Good,4.68,Good,140.53,Moderate,5
Kulpahar,25.3185145,79.640813,98.19,Satisfactory,106.09,Moderate,419.43,Severe,8.72,Good,4.02,Good,65.88,Satisfactory,5
Nowgaon,25.0628407,79.4393934,83.84,Satisfactory,90.95,Satisfactory,385.06,Very Poor,8.59,Good,3.68,Good,65.51,Satisfactory,5
Rath,25.5936555,79.5665356,107.25,Moderate,115.75,Moderate,443.89,Severe,9.27,Good,5.51,Good,70.26,Satisfactory,5
Charkhari,25.4020487,79.750268,107.83,Moderate,116.41,Moderate,446.23,Severe,9.24,Good,4.88,Good,69.14,Satisfactory,5
Jalaun,26.1431896,79.3335685,138.24,Moderate,150.67,Moderate,571.16,Severe,7.7,Good,5.9,Good,72.94,Satisfactory,5
Auraiya,26.4645159,79.5101594,155.98,Moderate,170.3,Moderate,643.31,Severe,9.66,Good,4.25,Good,66.81,Satisfactory,5
Kuraoli,27.3972776,78.9697667,173.58,Moderate,194.81,Moderate,779.49,Severe,13.98,Good,4.08,Good,65.68,Satisfactory,5
Farrukhabad,27.3895336,79.5790994,198.53,Moderate,217.22,Poor,820.14,Severe,13.64,Good,3.47,Good,65.27,Satisfactory,5
Gursahaiganj,27.1178018,79.7316338,190.78,Moderate,206.99,Poor,780.57,Severe,13.98,Good,2.99,Good,61.54,Satisfactory,5
Bhongaon,27.2552259,79.181767,182.81,Moderate,203.39,Poor,792.08,Severe,13.91,Good,3.85,Good,64.76,Satisfactory,5
Mainpuri,27.2270677,79.0271702,182.81,Moderate,203.39,Poor,792.08,Severe,13.91,Good,3.85,Good,64.76,Satisfactory,5
Chhibramau,27.1493493,79.5030602,184.12,Moderate,201.58,Poor,760.81,Severe,13.68,Good,3.13,Good,60.88,Satisfactory,5
Sikandra Rao,27.68798,78.3805599,169.3,Moderate,195.05,Moderate,855.61,Severe,21.6,Good,4.45,Good,57.8,Satisfactory,5
Aliganj,27.4944801,79.1708295,200.4,Poor,222.49,Poor,874.2,Severe,14.92,Good,4.48,Good,67.74,Satisfactory,5
Hathras,27.5975888,78.0545477,140.59,Moderate,164.64,Moderate,712.07,Severe,20.18,Good,2.98,Good,60.22,Satisfactory,5
Sadabad,27.4390229,78.0359173,140.59,Moderate,164.64,Moderate,712.07,Severe,20.18,Good,2.98,Good,60.22,Satisfactory,5
Jahangirabad,28.4033531,78.1049538,197.95,Moderate,222.53,Poor,1049.23,Severe,24.08,Good,4.22,Good,55.56,Satisfactory,5
Anupshahr,28.3573482,78.2678725,203.42,Poor,230.38,Poor,1070.97,Severe,25.51,Good,5.51,Good,53.75,Satisfactory,5
Garhmuktesar,28.7883909,78.0903205,205.54,Poor,228.26,Poor,1107.34,Severe,22.69,Good,4.09,Good,58.87,Satisfactory,5
Siyana,28.6277173,78.0599187,205.54,Poor,228.26,Poor,1107.34,Severe,22.69,Good,4.09,Good,58.87,Satisfactory,5
Hapur,28.7299677,77.775499,186.1,Moderate,212.86,Poor,961.11,Severe,21.97,Good,3.76,Good,66.18,Satisfactory,5
Silao,25.0809002,85.4278348,214.87,Poor,230.76,Poor,766.62,Severe,8.22,Good,4.1,Good,98.57,Satisfactory,5
Tundla,27.2132859,78.2371117,141.52,Moderate,162.84,Moderate,672.3,Severe,15.65,Good,3.2,Good,68.42,Satisfactory,5
Firozabad,27.1527986,78.3991439,126.68,Moderate,145.28,Moderate,575.98,Severe,12.5,Good,2.59,Good,73.86,Satisfactory,5
Shamsabad,27.0170736,78.123465,119.62,Moderate,137.66,Moderate,539.65,Severe,12.77,Good,2.32,Good,78.28,Satisfactory,5
Mant,27.6344839,77.711505,162.23,Moderate,191.03,Moderate,787.45,Severe,23.55,Good,5.47,Good,71.86,Satisfactory,5
Sohna,28.2459908,77.0670992,155.53,Moderate,193.7,Moderate,799.71,Severe,23.57,Good,4.47,Good,62.41,Satisfactory,5
Nuh,28.1033372,77.0047993,151.36,Moderate,191.21,Moderate,808.84,Severe,26.0,Good,4.76,Good,56.05,Satisfactory,5
Aurangabad,24.7536696,84.3746725,161.8,Moderate,177.01,Moderate,554.97,Severe,33.49,Good,26.99,Good,54.1,Satisfactory,5
Barhi,24.3045445,85.4194812,205.59,Poor,220.05,Poor,702.05,Severe,11.02,Good,8.03,Good,84.35,Satisfactory,5
Hazaribagh,23.9924352,85.3616252,237.25,Poor,251.88,Poor,678.86,Severe,8.53,Good,11.03,Good,91.9,Satisfactory,5
Chatra,24.2056663,84.8707742,185.38,Moderate,198.81,Moderate,561.86,Severe,13.83,Good,13.23,Good,71.42,Satisfactory,5
Lohardaga,23.433053,84.679921,313.54,Very Poor,331.75,Very Poor,817.93,Severe,16.61,Good,20.36,Good,82.38,Satisfactory,5
Barki Saria,24.1760046,85.8893597,242.12,Poor,258.6,Poor,828.77,Severe,12.42,Good,8.66,Good,74.57,Satisfactory,5
Danwar,24.4107515,85.9818431,185.31,Moderate,199.65,Moderate,805.27,Severe,14.22,Good,6.99,Good,83.24,Satisfactory,5
Sheikhpura,25.139584,85.8381996,215.47,Poor,231.09,Poor,848.88,Severe,12.43,Good,3.46,Good,85.45,Satisfactory,5
Sahibganj,25.244263,87.6348084,218.14,Poor,239.09,Poor,1105.13,Severe,21.82,Good,6.28,Good,92.05,Satisfactory,5
Dalkola,25.877093,87.8414703,234.32,Poor,255.83,Poor,1091.37,Severe,20.08,Good,7.29,Good,106.82,Moderate,5
Katihar,25.5433817,87.5690417,221.99,Poor,242.03,Poor,1090.56,Severe,20.86,Good,6.02,Good,96.58,Satisfactory,5
Kishanganj,26.1014194,87.9507791,241.36,Poor,263.74,Poor,1116.37,Severe,18.93,Good,7.85,Good,109.51,Moderate,5
Aravakurichi,10.7770404,77.9094009,70.11,Satisfactory,84.14,Satisfactory,418.88,Severe,14.85,Good,5.04,Good,73.67,Satisfactory,4
Sarmathura,26.5155043,77.3724377,153.31,Moderate,170.24,Moderate,567.15,Severe,14.99,Good,8.09,Good,84.55,Satisfactory,5
Manoharpur,27.2984347,75.9517562,117.34,Moderate,169.8,Moderate,505.64,Severe,15.05,Good,4.25,Good,89.24,Satisfactory,5
Sini,22.7932599,85.9454015,343.95,Very Poor,363.32,Very Poor,807.9,Severe,8.31,Good,11.53,Good,94.27,Satisfactory,5
Rourkela,22.2309255,84.8678705,383.53,Very Poor,405.64,Severe,832.53,Severe,8.9,Good,18.64,Good,110.94,Moderate,5
Bankura,23.235601,87.0660229,410.24,Severe,437.81,Severe,1440.24,Severe,29.23,Good,40.82,Good,87.03,Satisfactory,5
Bishnupur,23.0757335,87.3146343,378.69,Very Poor,404.98,Severe,1276.42,Severe,19.85,Good,28.85,Good,99.68,Satisfactory,5
Lachung,27.6897097,88.7425876,191.34,Moderate,218.42,Poor,1279.41,Severe,22.05,Good,4.78,Good,70.82,Satisfactory,5
Dudhnai,25.9827514,90.7824497,155.2,Moderate,174.62,Moderate,764.61,Severe,11.51,Good,1.98,Good,66.79,Satisfactory,5
Burhar,23.2120356,81.5361624,69.35,Satisfactory,73.57,Satisfactory,316.51,Very Poor,6.38,Good,4.73,Good,73.97,Satisfactory,4
Kymore,24.0454746,80.5920888,93.01,Satisfactory,102.0,Moderate,472.43,Severe,9.2,Good,2.71,Good,65.31,Satisfactory,5
Pali,23.3656852,81.046238,59.3,Satisfactory,62.97,Satisfactory,320.44,Very Poor,7.42,Good,3.42,Good,73.9,Satisfactory,4
Hanamkonda,18.0068629,79.5578719,163.16,Moderate,174.51,Moderate,574.4,Severe,13.24,Good,9.74,Good,112.52,Moderate,5
Kazipet,17.9807175,79.5131833,153.03,Moderate,164.35,Moderate,525.46,Severe,10.82,Good,5.76,Good,106.82,Moderate,5
Nava Raipur,21.1610268,81.7864412,162.92,Moderate,170.71,Moderate,475.12,Severe,8.48,Good,9.55,Good,93.33,Satisfactory,5
Kashipur,23.4339229,86.6668896,358.7,Very Poor,384.96,Very Poor,1197.55,Severe,20.11,Good,27.44,Good,93.79,Satisfactory,5
Raghunathpur,23.5381361,86.6739117,358.7,Very Poor,384.96,Very Poor,1197.55,Severe,20.11,Good,27.44,Good,93.79,Satisfactory,5
Amethi,26.7560594,81.1576748,222.33,Poor,236.64,Poor,834.42,Severe,12.35,Good,3.02,Good,71.0,Satisfactory,5
Saltora,23.5217886,86.935786,387.05,Very Poor,416.19,Severe,1345.59,Severe,24.85,Good,32.96,Good,92.88,Satisfactory,5
Kozhikode,11.2450558,75.7754716,62.68,Satisfactory,71.12,Satisfactory,226.86,Poor,0.99,Good,4.46,Good,134.44,Moderate,4
Mirganj,26.365964,84.3373624,235.91,Poor,261.52,Poor,1269.06,Severe,23.97,Good,8.16,Good,85.02,Satisfactory,5
Shahgarh,24.3139578,79.118333,63.97,Satisfactory,70.32,Satisfactory,330.75,Very Poor,6.12,Good,2.45,Good,58.44,Satisfactory,4
Mairwa,26.2366547,84.1505195,237.09,Poor,262.97,Poor,1270.96,Severe,24.33,Good,8.04,Good,87.84,Satisfactory,5
Gopalganj,26.4609692,84.4398292,246.29,Poor,273.33,Poor,1330.25,Severe,25.22,Good,8.19,Good,76.79,Satisfactory,5
Ramnagar,27.1651657,84.3285453,271.6,Poor,303.26,Very Poor,1477.52,Severe,30.08,Good,8.34,Good,60.34,Satisfactory,5
Georai,19.2625294,75.7504928,49.61,Good,54.38,Satisfactory,275.26,Poor,5.96,Good,4.3,Good,77.43,Satisfactory,3
Manipal,13.3519723,74.7870308,64.85,Satisfactory,69.92,Satisfactory,267.21,Poor,0.58,Good,1.02,Good,128.78,Moderate,4
Barharia,26.3156046,84.4560243,234.74,Poor,260.07,Poor,1267.17,Severe,23.61,Good,8.28,Good,82.21,Satisfactory,5
Goreswar,26.5282906,91.7249869,52.77,Satisfactory,60.6,Satisfactory,383.61,Very Poor,9.27,Good,1.71,Good,44.13,Good,4
Saila Khurd,31.2970718,76.0749356,102.88,Moderate,123.82,Moderate,828.43,Severe,11.69,Good,6.45,Good,95.1,Satisfactory,5
Maharajganj,26.108443,84.5028865,225.44,Poor,248.62,Poor,1120.32,Severe,19.05,Good,8.16,Good,91.36,Satisfactory,5
R S Pura,32.6069839,74.7338563,83.92,Satisfactory,118.35,Moderate,1074.14,Severe,25.51,Good,5.11,Good,79.36,Satisfactory,5
Asmoli,28.6949735,78.5333629,234.31,Poor,256.55,Poor,1205.86,Severe,21.7,Good,6.06,Good,73.59,Satisfactory,5
Petlad,22.4770467,72.8003365,81.55,Satisfactory,91.2,Satisfactory,425.02,Severe,9.3,Good,6.78,Good,116.46,Moderate,5
Koliwar,25.5734451,84.7911476,202.39,Poor,221.79,Poor,833.2,Severe,14.09,Good,10.32,Good,90.95,Satisfactory,5
Anandpur Sahib,31.2346773,76.4973104,124.87,Moderate,143.45,Moderate,941.37,Severe,11.06,Good,6.43,Good,96.95,Satisfactory,5
Howly,26.4249628,90.9712027,123.52,Moderate,138.68,Moderate,690.66,Severe,12.3,Good,2.16,Good,56.42,Satisfactory,5
Kheralu,23.8851474,72.6172316,75.99,Satisfactory,89.4,Satisfactory,439.71,Severe,19.08,Good,10.31,Good,80.99,Satisfactory,5
Vadnagar,23.7848358,72.6346407,86.63,Satisfactory,100.82,Moderate,467.73,Severe,18.53,Good,13.66,Good,91.41,Satisfactory,5
Dasuya,31.8143209,75.6573028,83.41,Satisfactory,108.06,Moderate,870.18,Severe,20.37,Good,6.22,Good,78.3,Satisfactory,5
Nakodar,31.1264364,75.4761382,93.68,Satisfactory,118.58,Moderate,786.88,Severe,12.68,Good,5.11,Good,89.43,Satisfactory,5
Sri Hargobindpur,31.6875406,75.4784376,76.77,Satisfactory,100.2,Moderate,763.32,Severe,14.2,Good,4.95,Good,76.18,Satisfactory,5
Baleshwar,21.5017098,86.9216712,304.78,Very Poor,330.58,Very Poor,1094.37,Severe,22.53,Good,15.57,Good,103.27,Moderate,5
Amargarh,30.4634148,76.0115571,127.26,Moderate,153.05,Moderate,861.82,Severe,15.21,Good,8.26,Good,104.24,Moderate,5
Sualkuchi,26.1699129,91.5708517,88.43,Satisfactory,99.05,Satisfactory,507.11,Severe,10.3,Good,1.27,Good,55.79,Satisfactory,5
Khem Karan,31.144424,74.559673,119.25,Moderate,156.23,Moderate,1179.71,Severe,23.95,Good,3.28,Good,65.04,Satisfactory,5
Patti,31.2802361,74.8551871,102.71,Moderate,133.39,Moderate,962.87,Severe,16.66,Good,3.81,Good,74.66,Satisfactory,5
Firozpur,30.9611784,74.6092483,111.93,Moderate,145.77,Moderate,1015.68,Severe,18.36,Good,3.49,Good,77.18,Satisfactory,5
Nabha,30.3739948,76.1528674,137.4,Moderate,168.34,Moderate,847.5,Severe,13.73,Good,7.81,Good,109.61,Moderate,5
Aminagada,16.0572246,75.9450563,59.24,Satisfactory,64.36,Satisfactory,349.55,Very Poor,9.56,Good,6.08,Good,116.5,Moderate,4
Rajkot,22.3053263,70.8028377,55.97,Satisfactory,64.08,Satisfactory,349.71,Very Poor,12.52,Good,5.91,Good,93.24,Satisfactory,4
Bawani Khera,28.9497708,76.0317482,187.21,Moderate,241.57,Poor,751.2,Severe,12.74,Good,6.11,Good,109.86,Moderate,5
Bhiwani,28.7931703,76.1391283,192.38,Moderate,247.59,Poor,748.1,Severe,13.54,Good,6.18,Good,107.76,Moderate,5
Tosham,28.8701972,75.9153045,194.1,Moderate,253.89,Poor,757.58,Severe,11.76,Good,6.41,Good,112.37,Moderate,5
Hansi,29.10532,75.9634101,187.21,Moderate,246.44,Poor,758.56,Severe,11.09,Good,6.23,Good,113.18,Moderate,5
Narwana,29.5931892,76.1274098,170.47,Moderate,219.32,Poor,777.75,Severe,10.99,Good,6.27,Good,116.17,Moderate,5
Barwala,29.3661169,75.9070661,180.32,Moderate,239.0,Poor,759.52,Severe,10.41,Good,6.04,Good,113.99,Moderate,5
Uklana,29.5124365,75.8782021,170.32,Moderate,224.08,Poor,771.32,Severe,10.44,Good,6.01,Good,114.53,Moderate,5
Fatehabad,29.5104313,75.4535276,174.56,Moderate,237.44,Poor,760.58,Severe,10.0,Good,7.24,Good,116.73,Moderate,5
Kalanwali,29.8330601,74.9760939,133.98,Moderate,191.72,Moderate,684.47,Severe,9.46,Good,8.78,Good,113.96,Moderate,5
Mandi Dabwali,29.9657112,74.702937,125.07,Moderate,181.35,Moderate,644.16,Severe,8.28,Good,7.95,Good,110.52,Moderate,5
Sardulgarh,29.6934466,75.23753,160.93,Moderate,221.98,Poor,748.34,Severe,10.31,Good,8.4,Good,117.92,Moderate,5
Bathinda,30.206791,74.9463699,118.51,Moderate,160.15,Moderate,813.38,Severe,12.51,Good,5.7,Good,101.1,Moderate,5
Ratia,29.6862307,75.5750521,158.74,Moderate,215.6,Poor,758.21,Severe,10.18,Good,6.89,Good,114.92,Moderate,5
Rohtak,28.9010899,76.5801935,174.39,Moderate,219.31,Poor,744.62,Severe,14.55,Good,5.5,Good,100.06,Moderate,5
Pataudi,28.325914,76.7787023,157.33,Moderate,203.39,Poor,763.19,Severe,20.73,Good,5.35,Good,75.69,Satisfactory,5
Farrukhnagar,28.4479606,76.8229285,152.52,Moderate,192.16,Moderate,743.65,Severe,20.0,Good,4.25,Good,70.52,Satisfactory,5
Jhajjar,28.6066833,76.6580764,166.33,Moderate,208.23,Poor,732.26,Severe,16.38,Good,4.6,Good,86.62,Satisfactory,5
Rajgarh,28.6415386,75.3852992,214.47,Poor,285.01,Poor,736.64,Severe,9.39,Good,8.76,Good,127.27,Moderate,5
Jhunjhunu,28.1287995,75.3992581,209.42,Poor,277.02,Poor,748.62,Severe,11.45,Good,6.64,Good,120.8,Moderate,5
Churu,28.298335,74.9679308,188.03,Moderate,252.22,Poor,645.97,Severe,8.21,Good,7.71,Good,121.43,Moderate,5
Taranagar,28.6707787,75.0361419,216.9,Poor,289.98,Poor,722.32,Severe,8.44,Good,9.65,Good,133.25,Moderate,5
Hiranagar,32.4544251,75.2701192,89.57,Satisfactory,125.03,Moderate,1105.28,Severe,27.31,Good,8.03,Good,77.85,Satisfactory,5
Bari Brahmana,32.6383139,74.9152361,85.41,Satisfactory,121.36,Moderate,1090.97,Severe,25.79,Good,6.31,Good,79.74,Satisfactory,5
Bishnah,32.6121578,74.8562556,85.41,Satisfactory,121.36,Moderate,1090.97,Severe,25.79,Good,6.31,Good,79.74,Satisfactory,5
Vijaypur,32.5664955,75.0172188,88.63,Satisfactory,127.41,Moderate,1131.21,Severe,26.61,Good,7.8,Good,77.2,Satisfactory,5
Barama,26.5258068,91.3503161,97.84,Satisfactory,107.91,Moderate,541.9,Severe,11.41,Good,1.53,Good,52.09,Satisfactory,5
Pathsala,26.5051095,91.1778073,110.68,Moderate,123.29,Moderate,616.15,Severe,11.85,Good,1.85,Good,54.25,Satisfactory,5
Miao,27.4873015,96.2063386,45.98,Good,47.03,Good,345.72,Very Poor,1.18,Good,0.11,Good,26.48,Good,3
Verka,31.6641033,74.9350828,87.23,Satisfactory,117.23,Moderate,866.56,Severe,13.37,Good,4.27,Good,73.09,Satisfactory,5
Bikaner,28.0159286,73.3171367,191.47,Moderate,261.3,Poor,717.27,Severe,6.34,Good,4.71,Good,115.05,Moderate,5
Ringas,27.36621,75.5676292,110.05,Moderate,161.22,Moderate,466.35,Severe,12.34,Good,4.71,Good,92.05,Satisfactory,5
Shri Madhopur,27.4652463,75.5974065,118.97,Moderate,172.51,Moderate,484.41,Severe,9.8,Good,4.72,Good,99.6,Satisfactory,5
Neem Ka Thana,27.7360104,75.7854205,153.21,Moderate,212.29,Poor,594.69,Severe,11.7,Good,4.77,Good,105.41,Moderate,5
Khandela,27.605004,75.5015868,149.12,Moderate,207.35,Poor,572.11,Severe,10.35,Good,5.36,Good,106.64,Moderate,5
Jiribam,24.8098254,93.1137269,20.17,Good,24.2,Good,223.26,Poor,7.52,Good,0.62,Good,25.85,Good,2
Mancherial,18.8761795,79.4449696,183.01,Moderate,195.45,Moderate,581.1,Severe,15.14,Good,14.42,Good,117.11,Moderate,5
Sringeri,13.4261724,75.255369,59.05,Satisfactory,65.66,Satisfactory,295.42,Poor,3.57,Good,1.67,Good,122.33,Moderate,4
Chenani,33.0364084,75.2838937,76.43,Satisfactory,107.25,Moderate,979.46,Severe,23.0,Good,7.03,Good,84.04,Satisfactory,5
Belaganj,24.9689174,84.9758841,189.73,Moderate,205.76,Poor,663.26,Severe,15.31,Good,10.79,Good,75.94,Satisfactory,5
Seppa,27.3594183,93.0406098,49.09,Good,62.27,Satisfactory,515.32,Severe,17.84,Good,6.07,Good,48.27,Good,3
Nidagunda,17.2926994,77.3758573,124.06,Moderate,133.4,Moderate,517.9,Severe,26.38,Good,12.44,Good,109.76,Moderate,5
Waghodia,22.3043328,73.4016768,57.07,Satisfactory,64.61,Satisfactory,374.35,Very Poor,11.51,Good,10.11,Good,100.12,Moderate,4
Kharar,30.7488437,76.6428994,146.79,Moderate,168.68,Moderate,941.58,Severe,12.69,Good,7.88,Good,104.19,Moderate,5
Panchkula,30.6975401,76.8551066,156.63,Moderate,177.95,Moderate,981.5,Severe,12.26,Good,7.37,Good,103.56,Moderate,5
Dera Bassi,30.5882408,76.8438542,161.11,Moderate,184.71,Moderate,966.6,Severe,13.83,Good,8.52,Good,107.91,Moderate,5
Dhemaji,27.4763797,94.5629622,29.28,Good,36.08,Good,284.38,Poor,7.41,Good,1.45,Good,35.9,Good,3
Chapakhowa,27.9165575,95.7644593,38.87,Good,45.68,Good,384.06,Very Poor,11.09,Good,1.39,Good,27.25,Good,3
Birpur,26.5151843,87.0084605,239.33,Poor,266.73,Poor,1280.13,Severe,26.25,Good,8.31,Good,83.19,Satisfactory,5
Madhepura,25.9174142,86.7915907,233.65,Poor,256.57,Poor,1200.12,Severe,20.44,Good,5.4,Good,82.37,Satisfactory,5
Periyakulam,10.1198663,77.5467069,50.85,Satisfactory,61.0,Satisfactory,309.77,Very Poor,8.7,Good,6.47,Good,109.44,Moderate,4
Mulanur,10.794702,77.7111766,81.37,Satisfactory,95.26,Satisfactory,451.53,Severe,16.05,Good,5.86,Good,89.98,Satisfactory,5
Vijayamangalam,11.2423896,77.5030648,58.41,Satisfactory,70.24,Satisfactory,346.8,Very Poor,11.7,Good,4.02,Good,69.51,Satisfactory,4
Madukkarai,10.9148303,76.9534813,85.45,Satisfactory,95.58,Satisfactory,363.75,Very Poor,7.83,Good,6.43,Good,148.01,Moderate,5
Anaimalai,10.5822989,76.9343247,97.27,Satisfactory,106.64,Moderate,362.58,Very Poor,5.59,Good,6.24,Good,165.6,Moderate,5
Digod,25.221388,76.0790263,81.46,Satisfactory,90.71,Satisfactory,382.73,Very Poor,11.84,Good,6.5,Good,73.53,Satisfactory,5
Sawai Madhopur,26.0188919,76.3522441,130.09,Moderate,149.17,Moderate,505.99,Severe,17.73,Good,8.79,Good,93.97,Satisfactory,5
Dabra,25.8830577,78.3322859,76.99,Satisfactory,85.9,Satisfactory,363.81,Very Poor,11.94,Good,8.8,Good,61.38,Satisfactory,5
Thanagazi,27.3999312,76.3164873,128.25,Moderate,183.07,Moderate,547.1,Severe,15.98,Good,4.46,Good,90.81,Satisfactory,5
Anupgarh,29.1906459,73.2113999,145.87,Moderate,219.39,Poor,678.37,Severe,3.83,Good,2.08,Good,93.4,Satisfactory,5
Haldibari,26.3368378,88.7833976,254.99,Poor,278.24,Poor,1105.77,Severe,14.93,Good,8.1,Good,112.27,Moderate,5
Sitalkuchi,26.1710392,89.1900739,252.73,Poor,277.48,Poor,1123.56,Severe,18.13,Good,7.23,Good,96.74,Satisfactory,5
Kuttippuram,10.8445683,76.0330703,70.33,Satisfactory,77.76,Satisfactory,240.28,Poor,0.88,Good,3.35,Good,137.1,Moderate,4
Hale Hagari Bommanahalli,15.0448586,76.198169,51.36,Satisfactory,56.94,Satisfactory,371.13,Very Poor,13.86,Good,5.29,Good,97.33,Satisfactory,4
Buxwaha,24.2495305,79.285843,62.16,Satisfactory,68.79,Satisfactory,333.67,Very Poor,5.82,Good,2.66,Good,62.57,Satisfactory,4
Nelamangala,13.0953024,77.3963586,21.39,Good,28.14,Good,336.12,Very Poor,14.27,Good,3.3,Good,86.26,Satisfactory,2
Mahrauni,24.5849859,78.7273607,62.26,Satisfactory,67.52,Satisfactory,302.5,Very Poor,5.81,Good,1.38,Good,47.95,Good,4
Sunam,30.134004,75.8062777,139.42,Moderate,177.68,Moderate,807.66,Severe,11.96,Good,6.28,Good,110.8,Moderate,5
Jorethang,27.131523,88.2825347,244.37,Poor,276.49,Poor,1370.66,Severe,19.52,Good,5.12,Good,70.78,Satisfactory,5
Chirgoan,31.2334711,77.8745647,112.7,Moderate,128.09,Moderate,848.46,Severe,13.8,Good,6.59,Good,83.27,Satisfactory,5
Raghogarh,24.444936,77.1960528,38.97,Good,46.54,Good,308.55,Very Poor,8.73,Good,3.93,Good,50.41,Satisfactory,3
Fakiragram,26.3632189,90.1802714,166.33,Moderate,184.38,Moderate,889.71,Severe,18.27,Good,2.05,Good,64.64,Satisfactory,5
Manuguru,17.9383442,80.8179917,152.07,Moderate,167.2,Moderate,600.9,Severe,14.04,Good,11.23,Good,75.78,Satisfactory,5
Alwar,27.5645949,76.6132248,143.32,Moderate,194.2,Moderate,643.14,Severe,20.45,Good,4.14,Good,76.16,Satisfactory,5
Joda,22.0246322,85.4236946,384.66,Very Poor,404.63,Severe,849.37,Severe,11.3,Good,16.43,Good,90.55,Satisfactory,5
Rohtas,24.6342713,83.9639504,141.04,Moderate,154.47,Moderate,524.08,Severe,34.01,Good,25.99,Good,55.59,Satisfactory,5
Vithura,8.67,77.085,59.06,Satisfactory,66.86,Satisfactory,210.4,Poor,1.07,Good,2.33,Good,124.14,Moderate,4
Shivpuri,25.4235256,77.6551422,83.76,Satisfactory,92.96,Satisfactory,324.86,Very Poor,12.43,Good,14.1,Good,58.64,Satisfactory,5
Karera,25.4555666,78.1345266,63.67,Satisfactory,71.55,Satisfactory,308.97,Very Poor,11.43,Good,12.04,Good,58.34,Satisfactory,4
Bhawanigarh,30.2623648,76.041332,137.4,Moderate,168.34,Moderate,847.5,Severe,13.73,Good,7.81,Good,109.61,Moderate,5
Khowai,24.081208,91.5989065,110.81,Moderate,127.54,Moderate,582.89,Severe,8.14,Good,3.11,Good,79.79,Satisfactory,5
Cheruthoni,9.8581974,76.9618039,81.91,Satisfactory,90.03,Satisfactory,295.66,Poor,2.49,Good,4.6,Good,149.62,Moderate,5
Dhanera,24.5078597,72.0234504,149.65,Moderate,260.14,Poor,509.79,Severe,6.93,Good,1.44,Good,91.64,Satisfactory,5
ડાયપર,23.6348031,68.9011899,161.43,Moderate,260.45,Poor,550.04,Severe,1.39,Good,3.76,Good,125.49,Moderate,5
નાલલીયાં,23.2605569,68.8270602,187.76,Moderate,309.69,Very Poor,613.58,Severe,1.08,Good,3.57,Good,132.24,Moderate,5
Hamirpur,31.6848695,76.5254488,132.72,Moderate,151.05,Moderate,1078.56,Severe,14.26,Good,5.94,Good,92.08,Satisfactory,5
Nagrota Bagwan,32.1079012,76.3785064,133.74,Moderate,155.42,Moderate,1123.47,Severe,18.34,Good,7.04,Good,87.91,Satisfactory,5
Baddi,30.9339975,76.8063071,152.15,Moderate,171.19,Moderate,996.4,Severe,10.69,Good,6.23,Good,99.21,Satisfactory,5
Kunihar,31.0788673,76.9607208,147.67,Moderate,164.42,Moderate,1011.29,Severe,9.12,Good,5.09,Good,94.87,Satisfactory,5
Tarapur,22.4882996,72.6576842,86.66,Satisfactory,96.73,Satisfactory,422.35,Severe,7.99,Good,5.88,Good,116.75,Moderate,5
Vanasthali,26.4063103,75.8600789,113.77,Moderate,149.91,Moderate,442.74,Severe,15.26,Good,5.4,Good,87.44,Satisfactory,5
Jhalrapatan,24.5419929,76.1735064,38.51,Good,47.06,Good,342.2,Very Poor,12.56,Good,3.79,Good,39.58,Good,3
Bagra,25.1974472,72.593307,146.72,Moderate,245.76,Poor,605.81,Severe,17.81,Good,4.05,Good,94.98,Satisfactory,5
Okha,22.4708783,69.0751355,122.21,Moderate,203.29,Poor,403.32,Severe,0.84,Good,4.03,Good,130.47,Moderate,5
