city,country,latitude,longitude,PM25 AQ,PM25 AQI Category,PM10 AQ,PM10 AQI Category,CO AQ,CO AQI Category,NO2 AQ,NO2 AQI Category,SO2 AQ,SO2 AQI Category,O3 AQ,O3 AQI Category,AQI,temperature,humidity,wind_speed,wind_deg,timestamp
Solymár,HU,47.5619440001522,18.9600080000324,22.66,Moderate,26.3,Good,319.15,Unhealthy,10.92,Good,0.77,Good,40.49,Good,2,5.16,95,0.45,92,2025-12-11T14:50:33
Budapest II. kerület,HU,47.508056000192234,19.02806699981771,23.9,Moderate,28.1,Good,330.07,Unhealthy,11.85,Good,0.76,Good,38.33,Good,2,6.15,95,1.54,150,2025-12-11T14:50:33
Városrétidűlő,HU,46.97611099972465,18.93611400014931,28.21,Moderate,31.84,Good,345.4,Unhealthy,11.16,Good,0.48,Good,37.53,Good,3,6.19,91,2.76,305,2025-12-11T14:50:33
Nyíregyháza,HU,47.96111099974752,21.70583899981334,21.32,Moderate,24.53,Good,263.95,Unhealthy,10.11,Good,1.1,Good,48.64,Good,2,6.46,89,1.34,6,2025-12-11T14:50:33
Sopron,HU,47.69194399989986,16.575008000409312,38.79,Unhealthy,48.25,Good,651.84,Unhealthy,42.47,Good,1.75,Good,7.61,Good,3,8.32,85,1.06,311,2025-12-11T14:50:33
Pécs,HU,46.080278000038724,18.211121999872606,23.31,Moderate,26.25,Good,269.68,Unhealthy,10.86,Good,0.23,Good,33.59,Good,2,4.16,100,2.57,310,2025-12-11T14:50:33
Mérida,ES,38.907500000086834,-6.33805999984535,3.95,Good,6.33,Good,106.19,Unhealthy,1.08,Good,0.57,Good,82.16,Unhealthy,2,15.51,66,1.8,246,2025-12-11T14:43:36
Spiegelau,DE,48.947610999847484,13.420572999874633,21.52,Moderate,23.76,Good,404.39,Unhealthy,31.38,Good,3.22,Good,28.97,Good,2,5.26,93,0.51,300,2025-12-11T14:50:33
Doudlevce,CZ,49.73244857793753,13.402280807865045,26.22,Moderate,27.89,Good,403.14,Unhealthy,28.93,Good,1.46,Good,1.69,Good,3,9.48,80,2.57,230,2025-12-11T14:50:33
Afa,FR,41.964411839407,8.8202792970315,4.88,Good,6.01,Good,144.97,Unhealthy,2.17,Good,0.68,Good,66.82,Moderate,2,15.42,73,2.06,230,2025-12-11T14:50:33
Meerhout,BE,51.120384137996666,5.0215459774073725,2.97,Good,4.62,Good,163.69,Unhealthy,6.16,Good,0.44,Good,45.14,Good,1,8.67,89,2.57,180,2025-12-11T14:42:47
Sambuco,FR,42.236026999681435,9.19002799967727,3.86,Good,4.86,Good,131.41,Unhealthy,1.48,Good,0.61,Good,75.3,Unhealthy,2,12.31,73,1.22,99,2025-12-11T14:50:33
Furiani,FR,42.67133300009118,9.434639000014734,3.54,Good,5.07,Good,120.93,Unhealthy,2.17,Good,0.7,Good,76.01,Unhealthy,2,14.77,67,1.03,140,2025-12-11T14:50:33
Saint-Pierre,RE,-21.312895000039077,55.474193999575355,1.43,Good,1.99,Good,72.96,Unhealthy,0.24,Good,0.11,Good,44.18,Good,1,27.18,69,3.09,160,2025-12-11T14:50:33
Saint-Paul,RE,-21.032138999678,55.23256300029283,1.53,Good,1.98,Good,73.01,Unhealthy,0.23,Good,0.1,Good,43.35,Good,1,26.03,74,0.73,261,2025-12-11T14:50:33
Sainte-Clotilde,RE,-20.90329400033459,55.46833399971952,1.16,Good,1.72,Good,71.85,Unhealthy,0.25,Good,0.15,Good,43.78,Good,1,25.94,74,1.54,50,2025-12-11T14:50:33
Saint-Paul,RE,-20.998576999937065,55.280619999672524,1.21,Good,1.71,Good,71.76,Unhealthy,0.21,Good,0.1,Good,42.68,Good,1,27.05,76,0.88,290,2025-12-11T14:50:33
Saint-Paul,RE,-21.009739859322,55.2727106111753,1.53,Good,1.98,Good,73.01,Unhealthy,0.23,Good,0.1,Good,43.35,Good,1,27.05,76,0.86,283,2025-12-11T14:50:33
Marseille 14,FR,43.348052932201504,5.360651542219041,5.06,Good,10.13,Good,112.79,Unhealthy,0.31,Good,0.23,Good,78.29,Unhealthy,2,15.79,77,1.79,286,2025-12-11T14:50:33
Alumbres,ES,37.60329999973348,-0.9132999996272283,9.33,Good,18.68,Good,125.57,Unhealthy,1.82,Good,1.02,Good,78.85,Unhealthy,2,16.37,78,1.34,47,2025-12-11T14:42:34
Sainte-Clotilde,RE,-20.88989300037236,55.46884000005781,1.16,Good,1.72,Good,71.85,Unhealthy,0.25,Good,0.15,Good,43.78,Good,1,26.9,74,1.54,50,2025-12-11T14:50:33
Saint-Denis,RE,-20.8847369878067,55.4538109724538,1.16,Good,1.72,Good,71.85,Unhealthy,0.25,Good,0.15,Good,43.78,Good,1,26.87,74,1.54,50,2025-12-11T14:50:32
Arrondissement de Saint-Pierre,RE,-21.294330000278702,55.62793000014493,1.31,Good,1.95,Good,72.51,Unhealthy,0.25,Good,0.13,Good,44.99,Good,1,20.82,74,1.14,109,2025-12-11T14:50:33
La Plaine des Cafres,RE,-21.204814999614452,55.58262000039505,1.43,Good,1.99,Good,72.96,Unhealthy,0.24,Good,0.11,Good,44.18,Good,1,17.67,74,0.8,143,2025-12-11T14:50:33
Villemandeur,FR,47.9979271894844,2.71951477537923,2.4,Good,2.9,Good,151.88,Unhealthy,6.94,Good,0.3,Good,38.47,Good,1,10.62,98,2.85,117,2025-12-11T14:50:33
Marigny-les-Usages,FR,47.958972999903224,2.0092779998012285,2.04,Good,2.62,Good,140.96,Unhealthy,4.98,Good,0.18,Good,43.77,Good,1,10.99,97,3.6,120,2025-12-11T14:50:33
Bastia,FR,42.697917999793766,9.446417000351035,3.54,Good,5.07,Good,120.93,Unhealthy,2.17,Good,0.7,Good,76.01,Unhealthy,2,14.65,67,1.03,140,2025-12-11T14:50:33
Cayenne,GF,4.937846700122823,-52.32092999972592,0.85,Good,0.89,Good,118.57,Unhealthy,0.07,Good,0.02,Good,21.43,Good,1,30.01,70,5.66,70,2025-12-11T14:50:33
Ajaccio,FR,41.949222999999996,8.757583,4.83,Good,6.02,Good,139.8,Unhealthy,1.75,Good,0.66,Good,71.2,Unhealthy,2,14.55,78,2.06,230,2025-12-11T14:50:33
Saint-Rémy-sur-Avre,FR,48.760886999768296,1.2336389999755368,2.47,Good,3.34,Good,162.6,Unhealthy,6.69,Good,0.26,Good,40.42,Good,1,9.24,91,3.39,140,2025-12-11T14:50:33
Joué-lès-Tours,FR,47.344140000006476,0.6537780004325854,3.67,Good,4.91,Good,180.88,Unhealthy,7.81,Good,0.26,Good,21.16,Good,1,10.49,86,2.57,110,2025-12-11T14:50:33
Issoudun,FR,46.9429682344805,2.00326104989222,2.15,Good,2.87,Good,132.13,Unhealthy,3.89,Good,0.19,Good,47.63,Good,1,12.04,91,2.82,111,2025-12-11T14:50:33
Saint-Jean-de-Braye,FR,47.9173751802827,1.96625944333933,2.0,Good,2.61,Good,138.42,Unhealthy,4.51,Good,0.15,Good,44.85,Good,1,11.06,97,3.6,120,2025-12-11T14:50:33
Montierchaume,FR,46.86452999986956,1.7719440000521351,2.4,Good,3.21,Good,143.53,Unhealthy,4.58,Good,0.22,Good,42.2,Good,1,11.99,87,2.57,110,2025-12-11T14:50:33
Châteauroux,FR,46.798280000207406,1.6931389998002828,2.45,Good,3.3,Good,143.73,Unhealthy,4.5,Good,0.23,Good,43.34,Good,1,11.99,87,2.57,110,2025-12-11T14:50:33
Mossay,FR,47.17016599999843,1.4096940004102336,2.37,Good,3.16,Good,147.73,Unhealthy,4.72,Good,0.21,Good,39.5,Good,1,10.81,90,2.89,113,2025-12-11T14:50:33
Dreux,FR,48.7314125600919,1.36388514642015,2.47,Good,3.34,Good,162.6,Unhealthy,6.69,Good,0.26,Good,40.42,Good,1,9.34,91,3.3,137,2025-12-11T14:50:33
Mantarville,FR,48.39114000007974,1.9556109999126432,1.94,Good,2.54,Good,149.62,Unhealthy,5.73,Good,0.2,Good,41.82,Good,1,9.45,98,3.58,98,2025-12-11T14:50:33
Arrondissement de Tours,FR,47.41908299971269,0.6829439998174496,3.36,Good,4.47,Good,173.16,Unhealthy,7.48,Good,0.26,Good,24.51,Good,1,10.1,90,2.57,110,2025-12-11T14:50:33
Saint-Cyr-en-Val,FR,47.837750000293376,1.9446669999776955,2.0,Good,2.61,Good,138.42,Unhealthy,4.51,Good,0.15,Good,44.85,Good,1,11.08,97,2.24,125,2025-12-11T14:50:33
Tours,FR,47.3946379998604,0.7048609999996622,3.67,Good,4.91,Good,180.88,Unhealthy,7.81,Good,0.26,Good,21.16,Good,1,10.55,89,2.57,110,2025-12-11T14:50:33
Chartres,FR,48.444416000256105,1.5101389999365489,1.9,Good,2.56,Good,157.11,Unhealthy,6.4,Good,0.26,Good,41.28,Good,1,9.51,96,1.79,82,2025-12-11T14:50:33
Chanceaux-sur-Choisille,FR,47.4694515368151,0.716943631625222,3.36,Good,4.47,Good,173.16,Unhealthy,7.48,Good,0.26,Good,24.51,Good,1,10.06,92,2.57,110,2025-12-11T14:50:33
Torra,FR,42.53583000010848,9.475971999898327,3.77,Good,4.98,Good,124.98,Unhealthy,1.08,Good,0.52,Good,81.55,Unhealthy,2,14.95,67,1.03,140,2025-12-11T14:50:33
Orléans,FR,47.90708000006069,1.901138999935022,2.0,Good,2.61,Good,138.42,Unhealthy,4.51,Good,0.15,Good,44.85,Good,1,11.03,97,3.6,120,2025-12-11T14:50:33
Lucé,FR,48.43928587629702,1.4687724389939412,1.9,Good,2.56,Good,157.11,Unhealthy,6.4,Good,0.26,Good,41.28,Good,1,9.46,96,1.79,82,2025-12-11T14:50:33
Bourges,FR,47.08278000000045,2.405332999566499,1.64,Good,2.18,Good,119.65,Unhealthy,2.6,Good,0.13,Good,55.47,Moderate,1,11.25,93,3.6,130,2025-12-11T14:50:33
Bourges,FR,47.07504299984002,2.407182999944083,1.64,Good,2.18,Good,119.65,Unhealthy,2.6,Good,0.13,Good,55.47,Moderate,1,11.25,93,3.6,130,2025-12-11T14:50:33
Arrondissement de Blois,FR,47.5945165359368,1.30173969506476,2.42,Good,3.19,Good,151.38,Unhealthy,5.51,Good,0.22,Good,34.49,Good,1,9.19,99,3.65,120,2025-12-11T14:50:33
Dun-sur-Auron,FR,46.8148188300394,2.61008200746779,1.68,Good,2.21,Good,118.91,Unhealthy,2.68,Good,0.13,Good,56.42,Moderate,1,11.08,95,3.34,118,2025-12-11T14:50:33
Guadeloupe,GP,16.256102565157,-61.5902925098026,4.33,Good,9.42,Good,88.06,Unhealthy,0.43,Good,0.46,Good,72.22,Unhealthy,2,25.88,83,6.17,110,2025-12-11T14:50:33
Arrondissement de Saint-Pierre,MQ,14.7549926623185,-61.1788641096759,3.78,Good,9.42,Good,91.85,Unhealthy,0.63,Good,0.57,Good,62.44,Moderate,2,27.62,77,6.76,97,2025-12-11T14:50:33
Fort-de-France,MQ,14.6061349483266,-61.0652272262348,3.78,Good,9.42,Good,91.85,Unhealthy,0.63,Good,0.57,Good,62.44,Moderate,2,27.91,78,4.12,110,2025-12-11T14:50:33
Le Robert,MQ,14.678024999592207,-60.93905599961567,4.0,Good,9.31,Good,90.94,Unhealthy,0.59,Good,0.55,Good,62.77,Moderate,2,28.03,78,4.12,110,2025-12-11T14:50:33
Fort-de-France,MQ,14.61384399989988,-61.06349000035795,3.78,Good,9.42,Good,91.85,Unhealthy,0.63,Good,0.57,Good,62.44,Moderate,2,27.65,78,4.12,110,2025-12-11T14:50:33
Le Lamentin,MQ,14.610653000389345,-61.00258600006397,3.78,Good,9.42,Good,91.85,Unhealthy,0.63,Good,0.57,Good,62.44,Moderate,2,27.94,78,4.12,110,2025-12-11T14:50:33
Fort-de-France,MQ,14.614111000419951,-61.05308000035039,3.78,Good,9.42,Good,91.85,Unhealthy,0.63,Good,0.57,Good,62.44,Moderate,2,27.94,78,4.12,110,2025-12-11T14:50:33
Pointe-à-Pitre,GP,16.2506693657737,-61.5279494290847,4.33,Good,9.42,Good,88.06,Unhealthy,0.43,Good,0.46,Good,72.22,Unhealthy,2,25.92,83,6.17,110,2025-12-11T14:50:33
Calo,ES,42.720559999464705,-8.92361,1.6,Good,4.89,Good,114.9,Unhealthy,1.79,Good,0.95,Good,77.65,Unhealthy,2,6.52,86,6.69,201,2025-12-11T14:50:33
Moult-Chicheboville,FR,49.117192768241,-0.169665706026938,5.41,Good,6.47,Good,195.61,Unhealthy,10.63,Good,0.31,Good,31.67,Good,1,10.28,87,4.32,163,2025-12-11T14:50:33
Vannes,FR,47.648889066211,-2.76389155041474,1.26,Good,2.27,Good,115.93,Unhealthy,0.62,Good,0.2,Good,78.47,Unhealthy,2,10.75,98,4.63,150,2025-12-11T14:50:33
Rennes,FR,48.10751000025733,-1.6798399998726847,3.55,Good,4.96,Good,161.88,Unhealthy,5.25,Good,0.35,Good,54.17,Unhealthy,1,9.93,100,3.09,140,2025-12-11T14:50:33
St-Malo,FR,48.654741414049035,-1.9961374096891475,3.36,Good,4.38,Good,152.51,Unhealthy,5.47,Good,0.58,Good,55.87,Moderate,1,9.36,100,6.17,160,2025-12-11T14:50:33
Rennes,FR,48.1108129462492,-1.68282300489394,3.55,Good,4.96,Good,161.88,Unhealthy,5.25,Good,0.35,Good,54.17,Unhealthy,1,9.93,100,3.09,140,2025-12-11T14:50:33
Saint-Ouen,FR,48.891665999897555,2.346666999987613,2.6,Good,3.56,Good,162.82,Unhealthy,6.59,Good,0.28,Good,36.65,Good,1,9.89,94,4.63,130,2025-12-11T14:50:33
Harfleur,FR,49.50390600015086,0.17573099967128167,4.12,Good,5.17,Good,182.95,Unhealthy,9.07,Good,0.25,Good,38.23,Good,1,10.16,87,6.69,150,2025-12-11T14:50:33
Saint-Mandé,FR,48.83861500018727,2.4127809998590957,2.41,Good,3.34,Good,161.71,Unhealthy,6.54,Good,0.31,Good,35.37,Good,1,10.03,95,4.63,130,2025-12-11T14:50:33
Naón,ES,43.401500000242656,-5.802800000222711,0.83,Good,0.91,Good,98.77,Unhealthy,1.02,Good,0.83,Good,79.32,Unhealthy,2,16.56,69,1.34,168,2025-12-11T14:50:33
Melun,FR,48.52805700012826,2.6536110001488558,2.43,Good,2.95,Good,158.67,Unhealthy,6.99,Good,0.26,Good,35.27,Good,1,10.23,98,4.63,120,2025-12-11T14:50:33
Son Sardina,ES,39.6330999994723,2.63044,10.53,Good,20.17,Good,128.43,Unhealthy,0.32,Good,0.46,Good,88.75,Unhealthy,2,17.79,69,3.09,70,2025-12-11T14:50:34
La Rebollada,ES,43.25610000031114,-5.775900000243724,1.03,Good,1.13,Good,98.08,Unhealthy,0.79,Good,0.29,Good,77.6,Unhealthy,2,16.66,65,2.38,181,2025-12-11T14:50:34
Oviedo,ES,43.35829999977941,-5.866400000092885,1.0,Good,1.12,Good,97.78,Unhealthy,0.79,Good,0.43,Good,78.31,Unhealthy,2,16.2,65,1.34,168,2025-12-11T14:50:34
Gijón,ES,43.52290000001173,-5.689500000284497,0.84,Good,0.92,Good,98.44,Unhealthy,0.93,Good,0.56,Good,78.01,Unhealthy,2,16.46,74,0.45,298,2025-12-11T14:50:34
Avilés,ES,43.55890000011563,-5.927500000205454,0.83,Good,0.91,Good,98.77,Unhealthy,1.02,Good,0.83,Good,79.32,Unhealthy,2,16.94,69,0.0,0,2025-12-11T14:50:34
Prianes,ES,43.345699999908184,-5.969700000102361,1.0,Good,1.12,Good,97.78,Unhealthy,0.79,Good,0.43,Good,78.31,Unhealthy,2,17.39,65,1.34,168,2025-12-11T14:50:34
Sa Mesquida,ES,39.89091699995655,4.252972000017515,10.24,Good,21.05,Good,123.49,Unhealthy,0.28,Good,0.48,Good,88.54,Unhealthy,2,16.25,67,3.6,110,2025-12-11T14:50:34
Mahón,ES,39.8748899994715,4.25862,10.24,Good,21.05,Good,123.49,Unhealthy,0.28,Good,0.48,Good,88.54,Unhealthy,2,16.18,67,3.6,110,2025-12-11T14:50:34
La Calzada,ES,43.538800000130216,-5.698900000163612,0.84,Good,0.92,Good,98.44,Unhealthy,0.93,Good,0.56,Good,78.01,Unhealthy,2,16.69,75,0.45,298,2025-12-11T14:50:34
Pantin,FR,48.90221999982184,2.390832999714743,2.6,Good,3.56,Good,162.82,Unhealthy,6.59,Good,0.28,Good,36.65,Good,1,10.09,94,5.66,140,2025-12-11T14:50:34
La Felguera,ES,43.306699999682195,-5.689700000301038,1.03,Good,1.13,Good,98.08,Unhealthy,0.79,Good,0.29,Good,77.6,Unhealthy,2,16.63,65,1.84,180,2025-12-11T14:50:34
Gijón,ES,43.516599999790635,-5.67069999962795,0.84,Good,0.92,Good,98.44,Unhealthy,0.93,Good,0.56,Good,78.01,Unhealthy,2,16.54,74,0.45,270,2025-12-11T14:50:34
Avilés,ES,43.57920000015704,-5.927300000188912,0.83,Good,0.91,Good,98.77,Unhealthy,1.02,Good,0.83,Good,79.32,Unhealthy,2,16.87,70,0.0,0,2025-12-11T14:50:34
Villalegre,ES,43.5502999998922,-5.898899999636708,0.83,Good,0.91,Good,98.77,Unhealthy,1.02,Good,0.83,Good,79.32,Unhealthy,2,16.89,70,0.0,0,2025-12-11T14:50:34
Gonesse,FR,48.99083000013072,2.4447220002594934,2.41,Good,3.34,Good,161.71,Unhealthy,6.54,Good,0.31,Good,35.37,Good,1,10.03,93,5.66,140,2025-12-11T14:50:34
sa Pobla,ES,39.7899499994717,3.07413,12.56,Moderate,24.48,Good,132.55,Unhealthy,0.34,Good,0.48,Good,90.29,Unhealthy,2,17.69,73,2.42,55,2025-12-11T14:50:34
Issy-les-Moulineaux,FR,48.830386999745706,2.2698889996653513,2.6,Good,3.56,Good,162.82,Unhealthy,6.59,Good,0.28,Good,36.65,Good,1,10.17,96,4.63,130,2025-12-11T14:50:34
Sa Pobla,ES,39.7473099994719,3.01488,12.56,Moderate,24.48,Good,132.55,Unhealthy,0.34,Good,0.48,Good,90.29,Unhealthy,2,17.49,79,2.49,57,2025-12-11T14:50:34
Arnao,ES,43.5704999997927,-5.958300000057834,0.83,Good,0.91,Good,98.77,Unhealthy,1.02,Good,0.83,Good,79.32,Unhealthy,2,17.02,69,0.0,0,2025-12-11T14:50:34
Saint-Denis,FR,48.92527799982875,2.356666999916352,2.6,Good,3.56,Good,162.82,Unhealthy,6.59,Good,0.28,Good,36.65,Good,1,10.1,93,5.66,140,2025-12-11T14:50:34
Langreo,ES,43.29410000020013,-5.6795999999148705,1.03,Good,1.13,Good,98.08,Unhealthy,0.79,Good,0.29,Good,77.6,Unhealthy,2,16.53,65,1.84,180,2025-12-11T14:50:34
Cangas del Narcea,ES,43.178799999723445,-6.552699999810602,1.14,Good,1.34,Good,98.93,Unhealthy,0.73,Good,0.05,Good,75.59,Unhealthy,2,11.91,74,1.85,223,2025-12-11T14:50:34
Bobigny,FR,48.9025040001429,2.452500000264972,2.41,Good,3.34,Good,161.71,Unhealthy,6.54,Good,0.31,Good,35.37,Good,1,10.07,94,5.66,140,2025-12-11T14:50:34
Paris 14,FR,48.82777799979369,2.327499999808262,2.6,Good,3.56,Good,162.82,Unhealthy,6.59,Good,0.28,Good,36.65,Good,1,9.89,95,4.63,130,2025-12-11T14:50:34
Coulommiers,FR,48.8055412818308,3.08444637639995,2.7,Good,3.46,Good,158.42,Unhealthy,6.14,Good,0.26,Good,34.42,Good,1,10.07,93,3.53,128,2025-12-11T14:50:34
Palais-Royal,FR,48.86888999991671,2.3119439997973035,2.6,Good,3.56,Good,162.82,Unhealthy,6.59,Good,0.28,Good,36.65,Good,1,10.05,95,4.63,130,2025-12-11T14:42:28
Palais-Royal,FR,48.873333000004415,2.3302780002985286,2.6,Good,3.56,Good,162.82,Unhealthy,6.59,Good,0.28,Good,36.65,Good,1,10.01,95,4.63,130,2025-12-11T14:50:18
Osny,FR,49.046390000083385,2.0430560001604183,3.2,Good,4.42,Good,168.05,Unhealthy,6.72,Good,0.28,Good,37.24,Good,1,9.0,100,2.06,130,2025-12-11T14:50:34
Ibiza,ES,38.9064799994749,1.43537,8.65,Good,17.38,Good,121.44,Unhealthy,0.27,Good,0.47,Good,86.53,Unhealthy,2,17.18,79,3.09,80,2025-12-11T14:50:34
Gijón,ES,43.5377709994638,-5.646307,0.84,Good,0.92,Good,98.44,Unhealthy,0.93,Good,0.56,Good,78.01,Unhealthy,2,16.79,75,0.45,270,2025-12-11T14:50:34
Gap,FR,44.54864999982685,6.067237000340383,7.12,Good,11.55,Good,155.2,Unhealthy,7.54,Good,2.45,Good,69.02,Moderate,2,8.83,75,0.62,48,2025-12-11T14:50:34
Puteaux,FR,48.8913880002415,2.2405559998759084,2.6,Good,3.56,Good,162.82,Unhealthy,6.59,Good,0.28,Good,36.65,Good,1,9.96,95,4.63,130,2025-12-11T14:50:34
Sotrondio,ES,43.27570000018377,-5.596000000187218,1.06,Good,1.15,Good,98.38,Unhealthy,0.79,Good,0.16,Good,76.89,Unhealthy,2,16.11,63,2.32,180,2025-12-11T14:50:34
Arrondissement de Nogent-sur-Marne,FR,48.8405569997725,2.484444000140104,2.41,Good,3.34,Good,161.71,Unhealthy,6.54,Good,0.31,Good,35.37,Good,1,9.77,94,5.66,140,2025-12-11T14:50:34
Arrondissement de Redon,FR,47.8319337214448,-1.8363271206442848,2.81,Good,4.14,Good,146.0,Unhealthy,3.34,Good,0.19,Good,63.21,Moderate,2,9.43,93,3.88,151,2025-12-11T14:50:34
Arrondissement d'Évry,FR,48.62721999986759,2.429167000073446,2.25,Good,2.95,Good,159.18,Unhealthy,6.67,Good,0.28,Good,36.37,Good,1,9.78,96,4.63,120,2025-12-11T14:50:34
Gijón,ES,43.5351849994638,-5.658337,0.84,Good,0.92,Good,98.44,Unhealthy,0.93,Good,0.56,Good,78.01,Unhealthy,2,16.69,75,0.45,270,2025-12-11T14:50:34
Gap,FR,44.55519500016715,6.073015000180452,7.12,Good,11.55,Good,155.2,Unhealthy,7.54,Good,2.45,Good,69.02,Moderate,2,8.83,75,0.62,48,2025-12-11T14:50:34
Argenteuil,FR,48.95138999983726,2.223610999619816,2.6,Good,3.56,Good,162.82,Unhealthy,6.59,Good,0.28,Good,36.65,Good,1,9.93,94,4.63,130,2025-12-11T14:50:34
Thiais,FR,48.775898000042204,2.37578800006495,2.31,Good,3.05,Good,159.5,Unhealthy,6.62,Good,0.26,Good,37.5,Good,1,9.75,96,3.6,120,2025-12-11T14:50:34
Nice,FR,43.68928999986466,7.242074000294596,3.75,Good,8.26,Good,113.31,Unhealthy,0.47,Good,0.39,Good,79.47,Unhealthy,2,15.98,69,1.54,0,2025-12-11T14:50:34
Pantin,FR,48.903899999756625,2.384700000047436,2.6,Good,3.56,Good,162.82,Unhealthy,6.59,Good,0.28,Good,36.65,Good,1,10.1,94,5.66,140,2025-12-11T14:50:34
Nice,FR,43.702076000066626,7.286255999915251,3.75,Good,8.26,Good,113.31,Unhealthy,0.47,Good,0.39,Good,79.47,Unhealthy,2,15.86,68,1.54,0,2025-12-11T14:50:34
Gennevilliers,FR,48.92971999976044,2.2947220004300926,2.6,Good,3.56,Good,162.82,Unhealthy,6.59,Good,0.28,Good,36.65,Good,1,10.17,94,4.63,130,2025-12-11T14:42:29
Oviedo,ES,43.36650000027191,-5.8330000000254705,1.0,Good,1.12,Good,97.78,Unhealthy,0.79,Good,0.43,Good,78.31,Unhealthy,2,16.74,65,1.34,168,2025-12-11T14:50:34
Arles,FR,43.6755544389705,4.62861441719004,6.43,Good,11.64,Good,126.08,Unhealthy,0.64,Good,0.33,Good,75.22,Unhealthy,2,14.48,88,2.57,50,2025-12-11T14:50:34
Sermaises,FR,48.3641660000587,2.2369439998826035,2.05,Good,2.57,Good,151.93,Unhealthy,6.25,Good,0.23,Good,39.81,Good,1,9.59,91,3.2,118,2025-12-11T14:50:34
Paris,FR,48.852779999795274,2.3605559999190917,2.6,Good,3.56,Good,162.82,Unhealthy,6.59,Good,0.28,Good,36.65,Good,1,10.06,95,4.63,130,2025-12-11T14:50:34
Saint-Mandé,FR,48.83722300009815,2.39389999991001,2.6,Good,3.56,Good,162.82,Unhealthy,6.59,Good,0.28,Good,36.65,Good,1,10.01,95,4.63,130,2025-12-11T14:50:34
Avignon,FR,43.9497553662994,4.80507947160248,6.31,Good,11.44,Good,121.8,Unhealthy,0.45,Good,0.3,Good,78.7,Unhealthy,2,14.39,84,1.54,10,2025-12-11T14:50:34
Saint-Mandé,FR,48.8379529715682,2.40805988322215,2.41,Good,3.34,Good,161.71,Unhealthy,6.54,Good,0.31,Good,35.37,Good,1,10.03,95,4.63,130,2025-12-11T14:50:33
Aix-en-Provence,FR,43.5302972250095,5.44138313680286,5.59,Good,10.77,Good,113.99,Unhealthy,0.33,Good,0.23,Good,78.11,Unhealthy,2,15.28,80,0.89,261,2025-12-11T14:50:34
Rennes,FR,48.1086536280958,-1.66576399764851,3.55,Good,4.96,Good,161.88,Unhealthy,5.25,Good,0.35,Good,54.17,Unhealthy,1,10.0,100,3.09,140,2025-12-11T14:50:34
Saint-Denis,FR,48.93722000025856,2.3616670003298794,2.6,Good,3.56,Good,162.82,Unhealthy,6.59,Good,0.28,Good,36.65,Good,1,10.19,93,5.66,140,2025-12-11T14:50:34
Seraincourt,FR,49.063087000119914,1.8663809995846123,3.52,Good,4.76,Good,169.95,Unhealthy,6.88,Good,0.26,Good,38.69,Good,1,8.82,100,2.06,130,2025-12-11T14:50:34
Brest,FR,48.3996394541087,-4.46723207639797,1.51,Good,4.8,Good,112.34,Unhealthy,1.27,Good,0.67,Good,80.15,Unhealthy,2,12.99,88,7.72,170,2025-12-11T14:50:34
Rambouillet,FR,48.63372999989348,1.8305290003384824,2.45,Good,3.26,Good,160.15,Unhealthy,6.52,Good,0.23,Good,39.77,Good,1,9.22,96,0.89,62,2025-12-11T14:50:34
Palma de Mallorca,ES,39.570079999472505,2.65583,12.55,Moderate,23.96,Good,134.54,Unhealthy,0.29,Good,0.48,Good,89.49,Unhealthy,2,18.25,69,3.09,70,2025-12-11T14:50:34
Quimper,FR,47.9961238147632,-4.09972231051183,1.66,Good,4.51,Good,111.76,Unhealthy,1.73,Good,1.05,Good,78.96,Unhealthy,2,13.49,94,7.72,170,2025-12-11T14:50:34
Mane,FR,43.9335199525261,5.71170417210011,6.25,Good,11.36,Good,120.59,Unhealthy,1.65,Good,1.09,Good,78.58,Unhealthy,2,9.78,80,1.13,202,2025-12-11T14:50:34
Salon-de-Provence,FR,43.6389642135529,5.09999637937892,6.56,Good,12.12,Good,121.06,Unhealthy,0.45,Good,0.29,Good,77.43,Unhealthy,2,16.77,69,3.6,190,2025-12-11T14:50:34
Marseille,FR,43.2763488363056,5.3976711150776,5.06,Good,10.13,Good,112.79,Unhealthy,0.31,Good,0.23,Good,78.29,Unhealthy,2,16.1,79,1.79,286,2025-12-11T14:50:34
Hyères,FR,43.1197053027864,6.1318013147186,3.18,Good,6.9,Good,108.1,Unhealthy,0.18,Good,0.19,Good,79.28,Unhealthy,2,15.86,78,4.63,230,2025-12-11T14:50:34
Saint-Martin-du-Tertre,FR,49.100276999827166,2.343889000395661,2.89,Good,4.08,Good,166.14,Unhealthy,6.56,Good,0.31,Good,35.8,Good,1,9.56,93,5.66,140,2025-12-11T14:50:34
Marseille 04,FR,43.3060996358468,5.3957936361337895,5.06,Good,10.13,Good,112.79,Unhealthy,0.31,Good,0.23,Good,78.29,Unhealthy,2,15.65,79,1.79,286,2025-12-11T14:50:34
Palais-Royal,FR,48.85719999977259,2.2932999996746815,2.6,Good,3.56,Good,162.82,Unhealthy,6.59,Good,0.28,Good,36.65,Good,1,10.13,95,4.63,130,2025-12-11T14:50:34
Bourron-Marlotte,FR,48.354700000193844,2.6453000000409044,2.42,Good,2.93,Good,156.4,Unhealthy,6.98,Good,0.27,Good,36.34,Good,1,9.74,91,2.85,110,2025-12-11T14:50:34
