city,country,latitude,longitude,PM25 AQ,PM25 AQI Category,PM10 AQ,PM10 AQI Category,CO AQ,CO AQI Category,NO2 AQ,NO2 AQI Category,SO2 AQ,SO2 AQI Category,O3 AQ,O3 AQI Category,AQI,temperature,humidity,wind_speed,wind_deg,timestamp
Hwangmae,KR,37.91760299999999,127.061291,7.12,Good,9.84,Good,225.48,Unhealthy,16.36,Good,21.54,Good,62.09,Moderate,2,-1.95,48,1.62,340,2025-12-11T14:53:11
Hwangmae,KR,37.91760299999999,127.061291,7.12,Good,9.84,Good,225.48,Unhealthy,16.36,Good,21.54,Good,62.09,Moderate,2,-1.95,48,1.62,340,2025-12-11T14:53:11
Goyang-si,KR,37.65450859999999,126.7755571,3.83,Good,5.74,Good,172.31,Unhealthy,5.09,Good,8.0,Good,78.38,Unhealthy,2,-3.0,54,3.09,310,2025-12-11T14:53:11
Goyang-si,KR,37.65450859999999,126.7755571,3.83,Good,5.74,Good,172.31,Unhealthy,5.09,Good,8.0,Good,78.38,Unhealthy,2,-3.0,54,3.09,310,2025-12-11T14:53:11
Ganghwa-gun,KR,37.764444,126.46333300000002,3.69,Good,5.68,Good,170.84,Unhealthy,4.22,Good,6.99,Good,78.34,Unhealthy,2,-2.87,40,3.62,346,2025-12-11T14:53:11
Yonghŭng,KR,35.869596,127.074632,2.52,Good,4.16,Good,167.65,Unhealthy,8.81,Good,5.45,Good,73.1,Unhealthy,2,-0.09,57,2.42,16,2025-12-11T14:53:11
Songjeong,KR,35.560301,129.370866,6.58,Good,8.13,Good,251.54,Unhealthy,19.7,Good,8.18,Good,63.21,Moderate,2,3.45,51,3.56,324,2025-12-11T14:53:11
Gimcheon,KR,36.120551,128.116213,6.55,Good,8.07,Good,240.46,Unhealthy,29.04,Good,9.93,Good,47.52,Good,1,1.61,55,1.03,130,2025-12-11T14:53:11
Hŭngjŏn,KR,36.3692,128.456533,9.74,Good,11.16,Good,292.07,Unhealthy,43.4,Good,8.57,Good,26.95,Good,2,-1.51,59,1.39,279,2025-12-11T14:53:11
Ipseokdong,KR,35.865276,128.640031,9.65,Good,11.11,Good,294.33,Unhealthy,37.93,Good,7.63,Good,38.24,Good,1,1.81,38,2.57,320,2025-12-11T14:53:11
Gyeongsan-si,KR,35.839594,128.682225,9.65,Good,11.11,Good,294.33,Unhealthy,37.93,Good,7.63,Good,38.24,Good,1,1.66,38,2.57,320,2025-12-11T14:53:11
Yesan,KR,36.762488,126.888729,3.33,Good,5.47,Good,174.23,Unhealthy,9.01,Good,8.47,Good,71.7,Unhealthy,2,-0.01,58,2.25,328,2025-12-11T14:53:11
Gunsan,KR,36.0082698,126.6931231,1.76,Good,4.04,Good,153.9,Unhealthy,3.44,Good,4.09,Good,80.52,Unhealthy,2,2.01,48,4.12,10,2025-12-11T14:53:11
Daegu,KR,35.88027399999999,128.562491,10.22,Good,11.7,Good,312.72,Unhealthy,44.86,Good,6.49,Good,28.95,Good,2,1.99,38,2.57,320,2025-12-11T14:53:11
Kurye,KR,35.215917999999995,127.461282,2.17,Good,3.29,Good,167.94,Unhealthy,8.67,Good,5.32,Good,78.5,Unhealthy,2,-0.64,80,2.31,341,2025-12-11T14:53:11
Suncheon,KR,34.950357,127.48718899999999,1.57,Good,2.85,Good,153.91,Unhealthy,6.05,Good,3.93,Good,85.31,Unhealthy,2,1.54,63,3.05,327,2025-12-11T14:53:11
Suncheon,KR,34.950357,127.48718899999999,1.57,Good,2.85,Good,153.91,Unhealthy,6.05,Good,3.93,Good,85.31,Unhealthy,2,1.54,63,3.05,327,2025-12-11T14:53:11
Hup’yŏng,KR,37.4898188,127.98289339999998,8.98,Good,12.23,Good,283.68,Unhealthy,38.3,Good,29.45,Good,36.63,Good,2,-1.62,66,0.37,188,2025-12-11T14:53:11
Gimhae,KR,35.243889,128.912222,6.22,Good,7.63,Good,248.8,Unhealthy,19.95,Good,7.64,Good,62.38,Moderate,2,4.68,33,3.6,340,2025-12-11T14:53:11
Changwon,KR,35.217333,128.656617,6.82,Good,8.35,Good,250.79,Unhealthy,22.15,Good,7.98,Good,57.86,Moderate,1,4.97,39,2.93,326,2025-12-11T14:53:11
Daegu,KR,35.845498,128.571066,10.22,Good,11.7,Good,312.72,Unhealthy,44.86,Good,6.49,Good,28.95,Good,2,1.78,38,2.57,320,2025-12-11T14:53:11
Gyeongsangbuk-do,KR,36.35266000000001,128.69676,9.31,Good,10.8,Good,281.27,Unhealthy,38.58,Good,9.71,Good,34.08,Good,1,-1.44,64,0.48,230,2025-12-11T14:53:11
Hadong-eup Samuso,KR,34.978355,127.75800400000001,1.77,Good,3.27,Good,159.6,Unhealthy,7.48,Good,4.36,Good,82.18,Unhealthy,2,2.48,58,2.37,331,2025-12-11T14:53:11
Gongju,KR,36.51212,127.24643000000002,4.24,Good,5.94,Good,194.37,Unhealthy,16.48,Good,11.26,Good,60.16,Moderate,2,-1.28,51,1.21,330,2025-12-11T14:53:11
Mokpo,KR,34.80593,126.391767,1.81,Good,7.48,Good,136.91,Unhealthy,1.19,Good,1.6,Good,91.7,Unhealthy,2,4.03,60,10.89,5,2025-12-11T14:53:11
Busan,KR,35.122677,129.05541100000002,6.33,Good,8.11,Good,257.16,Unhealthy,17.22,Good,6.85,Good,65.64,Moderate,2,5.03,33,3.6,340,2025-12-11T14:53:11
Chuja-ri,KR,37.32953800000001,127.242271,6.41,Good,8.84,Good,220.56,Unhealthy,20.04,Good,20.78,Good,56.56,Moderate,2,-1.39,66,1.54,340,2025-12-11T14:53:11
Kŭmhosamga-dong,KR,37.542036,127.049685,5.94,Good,8.35,Good,209.11,Unhealthy,15.73,Good,18.14,Good,63.18,Moderate,2,-1.03,47,1.54,340,2025-12-11T14:53:11
Ch’ŏngnim,KR,35.9668107,129.40868049999997,8.86,Good,10.77,Good,276.97,Unhealthy,26.61,Good,11.32,Good,52.54,Good,1,3.6,62,3.75,319,2025-12-11T14:53:11
Busan,KR,35.204728,129.1042,5.63,Good,6.9,Good,246.81,Unhealthy,17.77,Good,7.3,Good,66.87,Moderate,2,4.92,33,3.6,340,2025-12-11T14:53:11
Jeju City,KR,33.48863,126.50005499999999,2.18,Good,10.05,Good,131.45,Unhealthy,1.04,Good,1.04,Good,93.01,Unhealthy,2,8.47,61,3.09,20,2025-12-11T14:53:12
Imsil,KR,35.6782,127.920092,4.01,Good,5.35,Good,199.18,Unhealthy,18.04,Good,8.45,Good,63.43,Moderate,2,-1.5,72,2.51,310,2025-12-11T14:53:12
Chilgok,KR,35.917453599999995,128.2902229,8.34,Good,9.81,Good,277.51,Unhealthy,36.77,Good,7.47,Good,38.87,Good,1,0.01,55,2.06,319,2025-12-11T14:53:12
Ansan-si,KR,37.332,126.86109999999998,4.44,Good,6.67,Good,184.66,Unhealthy,10.37,Good,11.9,Good,70.82,Unhealthy,2,-1.03,28,2.65,0,2025-12-11T14:53:12
Gunsan,KR,35.964063,126.75322099999998,1.49,Good,3.76,Good,150.93,Unhealthy,2.96,Good,3.5,Good,81.78,Unhealthy,2,2.0,48,4.12,10,2025-12-11T14:53:12
Jeonju,KR,35.8283169,127.1476553,2.52,Good,4.16,Good,167.65,Unhealthy,8.81,Good,5.45,Good,73.1,Unhealthy,2,-0.58,61,1.9,354,2025-12-11T14:53:12
Anyang-si,KR,37.38569999999999,126.8619,4.44,Good,6.67,Good,184.66,Unhealthy,10.37,Good,11.9,Good,70.82,Unhealthy,2,-3.18,27,2.41,355,2025-12-11T14:53:12
Anyang-si,KR,37.38569999999999,126.8619,4.44,Good,6.67,Good,184.66,Unhealthy,10.37,Good,11.9,Good,70.82,Unhealthy,2,-3.18,27,2.41,355,2025-12-11T14:53:12
Sunchang-chodeunghakgyo,KR,35.3744761,127.13733309999999,1.64,Good,3.21,Good,153.37,Unhealthy,4.99,Good,3.99,Good,83.81,Unhealthy,2,-1.34,69,1.85,351,2025-12-11T14:53:12
Yanggu,KR,38.1092365,127.98946790000001,11.54,Good,16.13,Good,322.57,Unhealthy,44.67,Good,36.75,Moderate,31.52,Good,2,-2.75,91,1.45,24,2025-12-11T14:53:12
Ch’ŏngnim,KR,35.980182000000006,129.37479499999998,8.69,Good,10.35,Good,267.2,Unhealthy,25.31,Good,10.63,Good,54.71,Unhealthy,1,3.37,60,3.35,315,2025-12-11T14:53:12
Songjeong,KR,35.715642800000005,129.3234158,7.63,Good,9.24,Good,259.34,Unhealthy,22.49,Good,9.4,Good,58.98,Moderate,1,1.85,55,3.03,307,2025-12-11T14:53:12
Gwangju,KR,35.22933,126.86186,1.47,Good,3.48,Good,146.89,Unhealthy,3.53,Good,3.25,Good,86.19,Unhealthy,2,0.57,62,2.25,4,2025-12-11T14:53:12
Yesan,KR,36.688131,126.739314,2.63,Good,4.9,Good,161.3,Unhealthy,4.87,Good,5.94,Good,77.86,Unhealthy,2,-0.69,55,2.51,330,2025-12-11T14:53:12
Imsil,KR,35.614526000000005,127.28632900000001,2.62,Good,3.88,Good,170.65,Unhealthy,9.99,Good,5.87,Good,72.97,Unhealthy,2,-2.3,70,1.81,346,2025-12-11T14:53:12
Hwasun,KR,35.177167,127.175167,1.49,Good,3.08,Good,148.79,Unhealthy,4.32,Good,3.51,Good,86.53,Unhealthy,2,-1.77,70,1.74,357,2025-12-11T14:53:07
Ulchin,KR,37.17495400000001,129.342184,11.44,Good,13.77,Good,316.13,Unhealthy,43.37,Good,19.09,Good,31.94,Good,2,3.42,97,5.93,48,2025-12-11T14:53:12
Nonsan,KR,36.308600000000006,127.06721,3.23,Good,5.05,Good,177.77,Unhealthy,11.23,Good,7.99,Good,68.45,Moderate,2,-1.28,53,2.85,356,2025-12-11T14:53:12
Tangjin,KR,36.976453,126.71629800000001,2.95,Good,5.2,Good,162.74,Unhealthy,5.35,Good,6.6,Good,77.75,Unhealthy,2,0.08,52,6.36,342,2025-12-11T14:53:12
Tangjin,KR,36.976453,126.71629800000001,2.95,Good,5.2,Good,162.74,Unhealthy,5.35,Good,6.6,Good,77.75,Unhealthy,2,0.08,52,6.36,342,2025-12-11T14:53:12
Dongjinwon,KR,37.327926999999995,127.09521500000001,5.42,Good,7.75,Good,202.56,Unhealthy,15.19,Good,16.33,Good,63.71,Moderate,2,-1.51,62,1.54,340,2025-12-11T14:53:12
Dongjinwon,KR,37.327926999999995,127.09521500000001,5.42,Good,7.75,Good,202.56,Unhealthy,15.19,Good,16.33,Good,63.71,Moderate,2,-1.51,62,1.54,340,2025-12-11T14:53:12
Yesan,KR,36.79049800000001,126.785915,2.63,Good,4.9,Good,161.3,Unhealthy,4.87,Good,5.94,Good,77.86,Unhealthy,2,0.01,56,2.91,332,2025-12-11T14:53:12
Miryang,KR,35.493677999999996,128.75416799999996,7.76,Good,9.27,Good,265.24,Unhealthy,27.39,Good,7.87,Good,51.35,Good,1,0.77,59,2.29,356,2025-12-11T14:53:12
Daegu,KR,35.859,128.55183,10.22,Good,11.7,Good,312.72,Unhealthy,44.86,Good,6.49,Good,28.95,Good,2,1.95,38,2.57,320,2025-12-11T14:53:12
Busan,KR,35.127142,129.046701,6.33,Good,8.11,Good,257.16,Unhealthy,17.22,Good,6.85,Good,65.64,Moderate,2,4.94,33,3.6,340,2025-12-11T14:53:12
Beolgyo,KR,34.8419256,127.34777770000001,1.36,Good,2.43,Good,148.16,Unhealthy,4.62,Good,3.49,Good,88.47,Unhealthy,2,2.17,62,3.8,326,2025-12-11T14:53:12
Ulsan,KR,35.493249999999996,129.305696,6.58,Good,8.13,Good,251.54,Unhealthy,19.7,Good,8.18,Good,63.21,Moderate,2,2.44,53,2.88,324,2025-12-11T14:53:12
Goseong,KR,34.974543611,128.32436980500003,4.0,Good,6.32,Good,203.19,Unhealthy,14.13,Good,5.74,Good,69.2,Moderate,2,2.37,61,3.44,11,2025-12-11T14:53:12
Hamyang,KR,35.5211721,127.7244433,3.03,Good,4.25,Good,182.85,Unhealthy,13.12,Good,6.75,Good,71.1,Unhealthy,2,-0.93,79,1.42,313,2025-12-11T14:53:12
Incheon,KR,37.40508,126.63227000000002,3.64,Good,5.66,Good,169.59,Unhealthy,5.34,Good,7.75,Good,78.13,Unhealthy,2,-1.95,46,3.6,350,2025-12-11T14:53:12
Seolman,KR,35.105555,128.925833,6.29,Good,8.19,Good,250.62,Unhealthy,18.32,Good,6.99,Good,63.39,Moderate,2,5.03,33,3.6,340,2025-12-11T14:53:12
Kwanghŭi-dong,KR,37.572025,127.005028,5.94,Good,8.35,Good,209.11,Unhealthy,15.73,Good,18.14,Good,63.18,Moderate,2,-1.9,50,3.09,310,2025-12-11T14:53:12
Buyeo,KR,36.275495,126.911297,2.64,Good,4.68,Good,167.3,Unhealthy,7.56,Good,6.34,Good,73.86,Unhealthy,2,-0.89,54,2.05,356,2025-12-11T14:53:12
Nangen,KR,35.2834576,127.2896401,1.82,Good,2.94,Good,159.86,Unhealthy,6.45,Good,4.74,Good,81.42,Unhealthy,2,-0.68,71,2.17,340,2025-12-11T14:53:12
Imsil,KR,35.643167,127.9105,4.01,Good,5.35,Good,199.18,Unhealthy,18.04,Good,8.45,Good,63.43,Moderate,2,-1.48,76,2.58,309,2025-12-11T14:53:12
Daejeon,KR,36.3018429,127.4602048,4.25,Good,5.86,Good,195.91,Unhealthy,17.34,Good,10.73,Good,60.72,Moderate,2,-1.02,52,0.84,305,2025-12-11T14:53:12
Anyang-si,KR,37.384904,126.931247,4.44,Good,6.67,Good,184.66,Unhealthy,10.37,Good,11.9,Good,70.82,Unhealthy,2,-1.37,47,1.54,340,2025-12-11T14:53:12
Anyang-si,KR,37.384904,126.931247,4.44,Good,6.67,Good,184.66,Unhealthy,10.37,Good,11.9,Good,70.82,Unhealthy,2,-1.37,47,1.54,340,2025-12-11T14:53:12
Incheon,KR,37.460709,126.631266,3.64,Good,5.66,Good,169.59,Unhealthy,5.34,Good,7.75,Good,78.13,Unhealthy,2,-2.01,46,3.6,350,2025-12-11T14:53:12
Incheon,KR,37.460709,126.631266,3.64,Good,5.66,Good,169.59,Unhealthy,5.34,Good,7.75,Good,78.13,Unhealthy,2,-2.01,46,3.6,350,2025-12-11T14:53:12
Changwon,KR,35.3077015,128.7311228,6.82,Good,8.35,Good,250.79,Unhealthy,22.15,Good,7.98,Good,57.86,Moderate,1,5.01,48,2.15,337,2025-12-11T14:53:12
Daejeon,KR,36.344444,127.437222,4.25,Good,5.86,Good,195.91,Unhealthy,17.34,Good,10.73,Good,60.72,Moderate,2,-1.07,51,1.07,315,2025-12-11T14:53:12
Guri-si,KR,37.58495299999999,127.094283,5.94,Good,8.35,Good,209.11,Unhealthy,15.73,Good,18.14,Good,63.18,Moderate,2,-1.27,47,1.54,340,2025-12-11T14:53:12
Guri-si,KR,37.58495299999999,127.094283,5.94,Good,8.35,Good,209.11,Unhealthy,15.73,Good,18.14,Good,63.18,Moderate,2,-1.27,47,1.54,340,2025-12-11T14:53:12
Incheon,KR,37.44310000000001,126.78840000000001,3.64,Good,5.66,Good,169.59,Unhealthy,5.34,Good,7.75,Good,78.13,Unhealthy,2,-3.01,54,3.09,310,2025-12-11T14:53:12
Yongsan,KR,37.520222,126.90496699999998,4.79,Good,7.0,Good,189.3,Unhealthy,10.52,Good,12.93,Good,70.68,Unhealthy,2,-2.99,54,3.09,310,2025-12-11T14:53:12
Utt’ŏ-gol,KR,36.66707,129.11228000000003,8.77,Good,10.67,Good,268.16,Unhealthy,34.25,Good,15.29,Good,41.15,Good,1,-2.81,89,0.52,47,2025-12-11T14:53:12
Utt’ŏ-gol,KR,36.537527000000004,129.40708599999996,11.08,Good,13.37,Good,312.94,Unhealthy,39.98,Good,15.72,Good,34.8,Good,2,4.57,88,5.69,35,2025-12-11T14:53:12
Koesan,KR,36.80755729999999,127.789237,6.14,Good,8.37,Good,229.96,Unhealthy,26.36,Good,18.71,Good,49.39,Good,1,-1.59,53,1.37,256,2025-12-11T14:53:12
Asan,KR,36.7738,127.053851,4.03,Good,6.05,Good,187.2,Unhealthy,13.17,Good,11.0,Good,65.5,Moderate,2,-0.05,55,1.91,327,2025-12-11T14:53:12
Asan,KR,36.7738,127.053851,4.03,Good,6.05,Good,187.2,Unhealthy,13.17,Good,11.0,Good,65.5,Moderate,2,-0.05,55,1.91,327,2025-12-11T14:53:12
Seosan City,KR,36.780177,126.455459,2.61,Good,5.54,Good,158.91,Unhealthy,3.83,Good,4.91,Good,79.28,Unhealthy,2,0.14,52,5.83,342,2025-12-11T14:53:12
Seosan City,KR,36.780177,126.455459,2.61,Good,5.54,Good,158.91,Unhealthy,3.83,Good,4.91,Good,79.28,Unhealthy,2,0.14,52,5.83,342,2025-12-11T14:53:12
Seolman,KR,35.0866322,128.86390000000003,6.29,Good,8.19,Good,250.62,Unhealthy,18.32,Good,6.99,Good,63.39,Moderate,2,5.01,33,3.6,340,2025-12-11T14:53:12
Yangsan,KR,35.310414,128.987347,6.22,Good,7.63,Good,248.8,Unhealthy,19.95,Good,7.64,Good,62.38,Moderate,2,5.01,33,3.6,340,2025-12-11T14:53:12
Anyang-si,KR,37.4051,126.91779999999999,4.79,Good,7.0,Good,189.3,Unhealthy,10.52,Good,12.93,Good,70.68,Unhealthy,2,-1.74,47,1.54,340,2025-12-11T14:53:12
Ansan-si,KR,37.3221,126.83050000000001,4.44,Good,6.67,Good,184.66,Unhealthy,10.37,Good,11.9,Good,70.82,Unhealthy,2,-3.0,30,3.04,1,2025-12-11T14:53:12
Nonsan,KR,36.199272,127.086981,2.88,Good,4.6,Good,172.71,Unhealthy,10.02,Good,6.72,Good,70.78,Unhealthy,2,-0.63,55,2.78,2,2025-12-11T14:53:12
Hampyeongsaengtaegongwon,KR,35.0619768,126.52259070000001,1.54,Good,5.51,Good,138.47,Unhealthy,1.6,Good,2.03,Good,90.21,Unhealthy,2,4.0,65,5.14,20,2025-12-11T14:53:12
Yangyang,KR,38.075256599999996,128.61811409999999,12.85,Moderate,16.07,Good,368.52,Unhealthy,61.84,Moderate,22.11,Good,13.84,Good,2,1.29,86,4.63,50,2025-12-11T14:53:12
Yŏnmu,KR,36.059712999999995,127.08331,2.88,Good,4.6,Good,172.71,Unhealthy,10.02,Good,6.72,Good,70.78,Unhealthy,2,-0.69,57,2.42,11,2025-12-11T14:53:12
Yangp'yŏng,KR,37.484356999999996,127.59836700000001,7.72,Good,10.54,Good,247.29,Unhealthy,26.75,Good,25.41,Good,49.29,Good,2,-2.66,86,0.0,0,2025-12-11T14:53:12
Boryeong,KR,36.390845000000006,126.56944399999999,2.12,Good,5.29,Good,154.95,Unhealthy,3.11,Good,3.88,Good,80.73,Unhealthy,2,1.1,54,5.98,355,2025-12-11T14:53:12
Daejeon,KR,36.3364108,127.3349525,3.83,Good,5.42,Good,188.27,Unhealthy,14.91,Good,9.65,Good,63.02,Moderate,2,-1.1,53,0.85,321,2025-12-11T14:53:12
Ungsang,KR,35.325306000000005,129.178434,5.63,Good,6.9,Good,246.81,Unhealthy,17.77,Good,7.3,Good,66.87,Moderate,2,4.64,42,2.38,334,2025-12-11T14:53:12
Sinan,KR,34.076677,125.09227599999998,2.91,Good,13.81,Good,139.78,Unhealthy,1.08,Good,1.67,Good,89.74,Unhealthy,2,7.16,67,13.12,11,2025-12-11T14:53:12
Daegu,KR,35.89324,128.60201000000004,9.65,Good,11.11,Good,294.33,Unhealthy,37.93,Good,7.63,Good,38.24,Good,1,1.94,38,2.57,320,2025-12-11T14:53:12
Kimje,KR,35.688298,126.88977,1.82,Good,3.8,Good,155.13,Unhealthy,5.09,Good,4.06,Good,80.38,Unhealthy,2,0.21,59,2.66,25,2025-12-11T14:53:12
Pyeong,KR,36.98590000000001,126.93139999999998,3.71,Good,5.9,Good,177.13,Unhealthy,9.62,Good,9.67,Good,71.33,Unhealthy,2,-0.03,51,2.57,350,2025-12-11T14:53:12
Pyeong,KR,36.98590000000001,126.93139999999998,3.71,Good,5.9,Good,177.13,Unhealthy,9.62,Good,9.67,Good,71.33,Unhealthy,2,-0.03,51,2.57,350,2025-12-11T14:53:12
Yongsan,KR,37.549389,126.97151899999999,4.79,Good,7.0,Good,189.3,Unhealthy,10.52,Good,12.93,Good,70.68,Unhealthy,2,-2.17,51,3.09,310,2025-12-11T14:53:12
Yongsan,KR,37.549389,126.97151899999999,4.79,Good,7.0,Good,189.3,Unhealthy,10.52,Good,12.93,Good,70.68,Unhealthy,2,-2.17,51,3.09,310,2025-12-11T14:53:12
Puan,KR,35.761674,126.69810299999999,1.42,Good,3.76,Good,147.43,Unhealthy,2.67,Good,3.17,Good,84.05,Unhealthy,2,1.95,48,4.12,10,2025-12-11T14:53:12
Daejeon,KR,36.372411,127.373938,3.83,Good,5.42,Good,188.27,Unhealthy,14.91,Good,9.65,Good,63.02,Moderate,2,-1.15,52,1.04,321,2025-12-11T14:53:12
Koesan,KR,36.923449,127.75545,6.14,Good,8.37,Good,229.96,Unhealthy,26.36,Good,18.71,Good,49.39,Good,1,-1.85,51,1.23,248,2025-12-11T14:53:12
Busan,KR,35.1055484,128.972983,6.29,Good,8.19,Good,250.62,Unhealthy,18.32,Good,6.99,Good,63.39,Moderate,2,4.9,33,3.6,340,2025-12-11T14:53:12
Chungju,KR,36.90523100000001,127.964141,6.6,Good,8.9,Good,241.77,Unhealthy,30.4,Good,20.12,Good,44.93,Good,2,-1.72,59,1.23,278,2025-12-11T14:53:12
Incheon,KR,37.496332,126.643072,3.64,Good,5.66,Good,169.59,Unhealthy,5.34,Good,7.75,Good,78.13,Unhealthy,2,-2.93,54,3.6,350,2025-12-11T14:53:12
Incheon,KR,37.37382300000001,126.73289,3.46,Good,5.58,Good,166.88,Unhealthy,5.59,Good,7.51,Good,77.88,Unhealthy,2,-2.88,35,3.95,359,2025-12-11T14:53:12
Jeju City,KR,33.460229,126.91007,3.22,Good,10.07,Good,160.29,Unhealthy,2.48,Good,1.64,Good,89.43,Unhealthy,2,8.78,61,11.29,331,2025-12-11T14:53:13
Jeju City,KR,33.460229,126.91007,3.22,Good,10.07,Good,160.29,Unhealthy,2.48,Good,1.64,Good,89.43,Unhealthy,2,8.78,61,11.29,331,2025-12-11T14:53:13
Pŏdŭlbat,KR,37.43005,128.664717,9.9,Good,12.46,Good,304.72,Unhealthy,48.51,Good,20.07,Good,24.47,Good,2,-3.49,100,1.15,41,2025-12-11T14:53:13
Yesan,KR,36.759735,126.732312,2.63,Good,4.9,Good,161.3,Unhealthy,4.87,Good,5.94,Good,77.86,Unhealthy,2,-0.62,55,3.0,332,2025-12-11T14:53:13
Yesan,KR,36.759735,126.732312,2.63,Good,4.9,Good,161.3,Unhealthy,4.87,Good,5.94,Good,77.86,Unhealthy,2,-0.62,55,3.0,332,2025-12-11T14:53:13
Gimcheon,KR,36.1214646,128.183796,6.55,Good,8.07,Good,240.46,Unhealthy,29.04,Good,9.93,Good,47.52,Good,1,1.71,55,1.03,130,2025-12-11T14:53:13
Boseong,KR,34.76479,127.07806800000002,1.18,Good,2.81,Good,139.65,Unhealthy,3.0,Good,2.56,Good,91.96,Unhealthy,2,0.24,62,2.7,335,2025-12-11T14:53:13
Seongnam-si,KR,37.433169,127.164372,5.94,Good,8.35,Good,209.11,Unhealthy,15.73,Good,18.14,Good,63.18,Moderate,2,-1.4,47,1.54,340,2025-12-11T14:53:13
P’ungnap-tong,KR,37.545089,127.13680599999999,5.94,Good,8.35,Good,209.11,Unhealthy,15.73,Good,18.14,Good,63.18,Moderate,2,-1.08,47,1.54,340,2025-12-11T14:53:13
Sinch’ŏn-dong,KR,37.5175623,127.0472893,5.94,Good,8.35,Good,209.11,Unhealthy,15.73,Good,18.14,Good,63.18,Moderate,2,-1.18,47,1.54,340,2025-12-11T14:53:13
Chuncheon,KR,37.905689,127.72600999999999,9.96,Good,13.7,Good,289.3,Unhealthy,35.7,Good,32.38,Good,40.4,Good,2,-1.1,75,0.91,4,2025-12-11T14:53:13
Guri-si,KR,37.617315,127.07511999999998,6.45,Good,8.94,Good,215.69,Unhealthy,16.27,Good,19.96,Good,62.64,Moderate,2,-1.0,47,1.54,340,2025-12-11T14:53:13
Seonghwan,KR,36.914275,127.05959699999998,4.47,Good,6.61,Good,191.6,Unhealthy,13.91,Good,12.76,Good,64.88,Moderate,2,-0.11,51,2.57,350,2025-12-11T14:53:13
Seolman,KR,35.20958000000001,128.97136709999998,6.22,Good,7.63,Good,248.8,Unhealthy,19.95,Good,7.64,Good,62.38,Moderate,2,5.02,33,3.6,340,2025-12-11T14:53:13
Sokcho,KR,38.206871799999995,128.5881299,13.27,Moderate,17.26,Good,396.63,Unhealthy,74.48,Moderate,25.91,Good,5.56,Good,3,1.29,86,4.63,50,2025-12-11T14:53:13
Sŏnyŏl-li,KR,35.94904,126.58341,1.68,Good,5.04,Good,149.64,Unhealthy,2.4,Good,2.95,Good,83.14,Unhealthy,2,2.04,48,4.12,10,2025-12-11T14:53:13
Seoul,KR,37.593749,126.94953399999999,4.79,Good,7.0,Good,189.3,Unhealthy,10.52,Good,12.93,Good,70.68,Unhealthy,2,-3.4,54,3.09,310,2025-12-11T14:53:13
Sup’yŏng-dong,KR,37.609158,127.163109,6.45,Good,8.94,Good,215.69,Unhealthy,16.27,Good,19.96,Good,62.64,Moderate,2,-1.1,47,1.54,340,2025-12-11T14:53:13
Guri-si,KR,37.594755,127.130141,5.94,Good,8.35,Good,209.11,Unhealthy,15.73,Good,18.14,Good,63.18,Moderate,2,-1.23,47,1.54,340,2025-12-11T14:53:13
Guri-si,KR,37.594755,127.130141,5.94,Good,8.35,Good,209.11,Unhealthy,15.73,Good,18.14,Good,63.18,Moderate,2,-1.23,47,1.54,340,2025-12-11T14:53:13
Ulsan,KR,35.508908,129.426773,6.57,Good,8.35,Good,252.76,Unhealthy,19.58,Good,8.19,Good,62.84,Moderate,2,5.01,46,5.15,338,2025-12-11T14:53:13
Inje,KR,38.06014720000001,128.1665652,11.71,Good,15.98,Good,337.15,Unhealthy,51.71,Good,32.94,Good,24.97,Good,2,-3.75,94,1.09,44,2025-12-11T14:53:13
Yeoncheon-gun,KR,38.013429,127.034161,7.79,Good,10.73,Good,235.33,Unhealthy,16.45,Good,23.13,Good,61.54,Moderate,2,-1.99,48,1.64,334,2025-12-11T14:53:13
Hwacheon,KR,38.106317499999996,127.7080039,10.76,Good,14.93,Good,300.99,Unhealthy,37.15,Good,34.24,Good,39.27,Good,2,-2.26,77,1.52,14,2025-12-11T14:53:13
Changwon,KR,35.2341412,128.6646236,6.82,Good,8.35,Good,250.79,Unhealthy,22.15,Good,7.98,Good,57.86,Moderate,1,4.9,40,2.71,327,2025-12-11T14:53:13
Wanju,KR,35.833725,127.122751,2.52,Good,4.16,Good,167.65,Unhealthy,8.81,Good,5.45,Good,73.1,Unhealthy,2,-0.4,60,2.09,1,2025-12-11T14:53:13
T’aep’ong-dong,KR,34.857172999999996,128.43238500000004,5.02,Good,7.63,Good,222.07,Unhealthy,16.75,Good,6.21,Good,64.29,Moderate,2,4.93,56,5.17,12,2025-12-11T14:53:13
Jeju-do,KR,33.246244,126.56506,2.52,Good,11.2,Good,135.53,Unhealthy,1.19,Good,1.05,Good,93.01,Unhealthy,2,7.83,65,4.59,356,2025-12-11T14:53:13
Bucheon-si,KR,37.544656,126.83509400000001,4.79,Good,7.0,Good,189.3,Unhealthy,10.52,Good,12.93,Good,70.68,Unhealthy,2,-3.09,54,3.09,310,2025-12-11T14:53:13
Koryŏng,KR,35.7268791,128.2823425,7.53,Good,9.0,Good,261.64,Unhealthy,31.38,Good,7.55,Good,45.84,Good,1,0.03,64,1.74,348,2025-12-11T14:53:13
Kwangyang,KR,35.0113888889,127.58111111109999,1.87,Good,3.07,Good,160.91,Unhealthy,7.36,Good,4.62,Good,81.91,Unhealthy,2,1.28,62,2.75,321,2025-12-11T14:53:13
