location_id,location_name,sensor_id,pollutant_name,value,unit,latitude,longitude,timestamp_utc,hour,day,month,day_of_week,source_label,country,source
235,"Anand Vihar, New Delhi - DPCC",383,so2,31.9,µg/m³,28.646835,77.316032,,,,,,Industrial,IN,OpenAQ v3
236,"Mandir Marg, Delhi - DPCC",386,co,2800.0,µg/m³,28.6341,77.2005,,,,,,Vehicular,IN,OpenAQ v3
236,"Mandir Marg, Delhi - DPCC",386,co,3600.0,µg/m³,28.6341,77.2005,,,,,,Vehicular,IN,OpenAQ v3
236,"Mandir Marg, Delhi - DPCC",386,co,4000.0,µg/m³,28.6341,77.2005,,,,,,Vehicular,IN,OpenAQ v3
236,"Mandir Marg, Delhi - DPCC",386,co,4200.0,µg/m³,28.6341,77.2005,,,,,,Vehicular,IN,OpenAQ v3
236,"Mandir Marg, Delhi - DPCC",386,co,4600.0,µg/m³,28.6341,77.2005,,,,,,Vehicular,IN,OpenAQ v3
236,"Mandir Marg, Delhi - DPCC",389,no2,113.2,µg/m³,28.6341,77.2005,,,,,,Vehicular,IN,OpenAQ v3
236,"Mandir Marg, Delhi - DPCC",389,no2,121.2,µg/m³,28.6341,77.2005,,,,,,Vehicular,IN,OpenAQ v3
236,"Mandir Marg, Delhi - DPCC",389,no2,126.3,µg/m³,28.6341,77.2005,,,,,,Vehicular,IN,OpenAQ v3
236,"Mandir Marg, Delhi - DPCC",389,no2,122.6,µg/m³,28.6341,77.2005,,,,,,Vehicular,IN,OpenAQ v3
236,"Mandir Marg, Delhi - DPCC",389,no2,114.8,µg/m³,28.6341,77.2005,,,,,,Vehicular,IN,OpenAQ v3
236,"Mandir Marg, Delhi - DPCC",390,o3,10.1,µg/m³,28.6341,77.2005,,,,,,Unknown,IN,OpenAQ v3
236,"Mandir Marg, Delhi - DPCC",390,o3,9.6,µg/m³,28.6341,77.2005,,,,,,Unknown,IN,OpenAQ v3
236,"Mandir Marg, Delhi - DPCC",390,o3,10.5,µg/m³,28.6341,77.2005,,,,,,Unknown,IN,OpenAQ v3
236,"Mandir Marg, Delhi - DPCC",390,o3,9.0,µg/m³,28.6341,77.2005,,,,,,Unknown,IN,OpenAQ v3
236,"Mandir Marg, Delhi - DPCC",390,o3,10.3,µg/m³,28.6341,77.2005,,,,,,Unknown,IN,OpenAQ v3
236,"Mandir Marg, Delhi - DPCC",391,pm10,285.0,µg/m³,28.6341,77.2005,,,,,,Agricultural,IN,OpenAQ v3
236,"Mandir Marg, Delhi - DPCC",391,pm10,392.0,µg/m³,28.6341,77.2005,,,,,,Agricultural,IN,OpenAQ v3
860,"Sanjay Palace, Agra - UPPCB",1545,pm25,20.0,µg/m³,27.19865833,78.00598056,,,,,,Natural,IN,OpenAQ v3
860,"Sanjay Palace, Agra - UPPCB",1545,pm25,16.0,µg/m³,27.19865833,78.00598056,,,,,,Natural,IN,OpenAQ v3
860,"Sanjay Palace, Agra - UPPCB",12235664,so2,5.8,ppb,27.19865833,78.00598056,,,,,,Unknown,IN,OpenAQ v3
860,"Sanjay Palace, Agra - UPPCB",12235664,so2,5.5,ppb,27.19865833,78.00598056,,,,,,Unknown,IN,OpenAQ v3
860,"Sanjay Palace, Agra - UPPCB",14322,so2,6.43,µg/m³,27.19865833,78.00598056,,,,,,Unknown,IN,OpenAQ v3
860,"Sanjay Palace, Agra - UPPCB",14322,so2,10.36,µg/m³,27.19865833,78.00598056,,,,,,Unknown,IN,OpenAQ v3
860,"Sanjay Palace, Agra - UPPCB",14322,so2,9.13,µg/m³,27.19865833,78.00598056,,,,,,Unknown,IN,OpenAQ v3
860,"Sanjay Palace, Agra - UPPCB",14322,so2,10.47,µg/m³,27.19865833,78.00598056,,,,,,Unknown,IN,OpenAQ v3
860,"Sanjay Palace, Agra - UPPCB",14322,so2,6.51,µg/m³,27.19865833,78.00598056,,,,,,Unknown,IN,OpenAQ v3
910,Victoria Memorial - WBSPCB,1668,co,480.0,µg/m³,22.572646,88.36389499999996,,,,,,Vehicular,IN,OpenAQ v3
910,Victoria Memorial - WBSPCB,1668,co,540.0,µg/m³,22.572646,88.36389499999996,,,,,,Vehicular,IN,OpenAQ v3
910,Victoria Memorial - WBSPCB,1668,co,510.0,µg/m³,22.572646,88.36389499999996,,,,,,Vehicular,IN,OpenAQ v3
910,Victoria Memorial - WBSPCB,1668,co,560.0,µg/m³,22.572646,88.36389499999996,,,,,,Vehicular,IN,OpenAQ v3
