State / Union Territory,City / town / village,SO2,NO2,PM10,PM2.5,Year,Location,Latitude,Longitude,Temperature (°C),Humidity (%),Pressure (hPa),Wind Speed (m/s),Wind Direction (°),Weather Condition,AQI_PM2.5,AQI_PM10,AQI_SO2,AQI_NO2,AQI,AQI_Category,Roads_count,Industrial_zones_count,Dump_sites_count,Agricultural_fields_count,Urban_density_score,Industrial_presence,Pollution_source_risk,Green_area_ratio,dist_nearest_road_m,dist_nearest_ind_m,dist_nearest_dump_m,dist_nearest_agri_m
Sikkim,Singtam,8,9,32,,2021,"Singtam, Sikkim, India",27.2319975,88.4970841,15.03,75,1017,2.05,6,clear sky,,32,10,11.25,32,Good,390,7,0,9,0.01,1,1.2,0.02,1265951.57,1242000.727,1379519.342,1433651.265
Tamilnadu,Chennai,11,13,58,26,2021,"Chennai, Tamilnadu, India",13.0836939,80.270186,26.84,76,1013,5.36,55,mist,43.33333333,58,13.75,16.25,58,Satisfactory,13725,78,0,46,0.38,1,41.49,0,390719.6203,345474.2427,1459022.784,393638.7163
Tamilnadu,Coimbatore,10,20,47,32,2021,"Coimbatore, Tamilnadu, India",11.0018115,76.9628425,26.88,65,1013,1.54,0,haze,52.68965517,47,12.5,25,52.68965517,Satisfactory,11519,19,0,48,0.32,1,34.63,0,740833.3859,422823.3441,1501896.165,742699.7026
Tamilnadu,Cuddalore,13,19,48,25,2021,"Cuddalore, Tamilnadu, India",11.520207,79.3396356,23.52,90,1012,3.07,11,overcast clouds,41.66666667,48,16.25,23.75,48,Good,1349,1,0,0,0.04,1,4.05,0,582788.9668,405725.3454,1554739.677,585362.1487
Tamilnadu,Dharmapuri,8,24,42,23,2021,"Dharmapuri, Tamilnadu, India",12.145613,78.1132217,21.58,92,1013,2.42,56,overcast clouds,38.33333333,42,10,30,42,Good,1145,0,0,0,0.03,0,3.44,0,564101.5656,291749.4003,1429305.17,566005.0608
Tamilnadu,Gummidipoondi,12,13,105,45,2021,"Gummidipoondi, Tamilnadu, India",13.4308848,80.0821379,23.83,77,1013,3.85,38,scattered clouds,74.65517241,103.6577181,15,16.25,103.6577181,Moderate,786,25,0,0,0.02,1,2.46,0,353367.2936,307817.1641,1414572.153,356142.8678
Tamilnadu,Madurai,13,17,54,25,2021,"Madurai, Tamilnadu, India",9.9261153,78.1140983,25.98,83,1012,1.03,0,mist,41.66666667,54,16.25,21.25,54,Satisfactory,11123,11,0,29,0.31,1,33.41,0,794794.266,541069.64,1660434.044,797083.8559
Tamilnadu,Mettur,8,25,39,22,2021,"Mettur, Tamilnadu, India",11.7928257,77.8648624,22.83,88,1012,1.47,41,overcast clouds,36.66666667,39,10,31.25,39,Good,1270,11,0,0,0.04,1,3.85,0,612555.1274,327798.4353,1454397.548,614454.3483
Tamilnadu,Nagarcoil,8,15,39,9,2021,"Nagarcoil, Tamilnadu, India",8.1782,77.4326,24.67,99,1011,3.81,50,overcast clouds,15,39,10,18.75,39,Good,4679,8,0,79,0.13,1,14.07,0.02,1005882.312,735579.5582,1821370.415,1008157.696
Tamilnadu,Perambalur,9,13,34,15,2021,"Perambalur, Tamilnadu, India",11.2902641,78.9300404,22.51,94,1012,3.29,14,overcast clouds,25,34,11.25,16.25,34,Good,568,0,0,0,0.02,0,1.7,0,619665.2983,410584.3797,1556609.768,622091.5315
Tamilnadu,Salem,8,25,40,23,2021,"Salem, Tamilnadu, India",11.6469616,78.2106958,21.44,96,1013,2.75,81,overcast clouds,38.33333333,40,10,31.25,40,Good,3025,2,0,0,0.08,1,9.08,0,610031.339,349506.0052,1485300.217,612080.2067
Tamilnadu,Sivagangai,9,14,35,15,2021,"Sivagangai, Tamilnadu, India",9.9650599,78.7204283,24.09,87,1012,3.52,22,overcast clouds,25,35,11.25,17.5,35,Good,254,1,0,0,0.01,1,0.77,0,770468.3097,547760.0472,1682404.539,772957.0006
Tamilnadu,Trichy,12,16,47,19,2021,"Trichy, Tamilnadu, India",10.8071144,78.6880939,27.05,89,1012,1.54,60,mist,31.66666667,47,15,20,47,Good,8001,17,0,31,0.22,1,24.07,0,679940.399,454425.0295,1594130.755,682329.3446
Tamilnadu,Theni,11,17,60,26,2021,"Theni, Tamilnadu, India",9.8692558,77.4222974,22.01,95,1013,0.53,43,overcast clouds,43.33333333,60,13.75,21.25,60,Satisfactory,550,0,0,2,0.02,0,1.65,0,829719.7174,545112.331,1639746.896,831783.6148
Tamilnadu,Tiruvannamalai,5,13,52,25,2021,"Tiruvannamalai, Tamilnadu, India",12.4289282,78.99915,21.03,92,1013,2.12,35,overcast clouds,41.66666667,52,6.25,16.25,52,Satisfactory,331,0,0,0,0.01,0,0.99,0,494187.1706,297074.136,1445934.081,496465.4034
Tamilnadu,Tiruvarur,10,14,35,16,2021,"Tiruvarur, Tamilnadu, India",10.8620639,79.4790115,24.75,78,1012,3.29,30,overcast clouds,26.66666667,35,12.5,17.5,35,Good,761,0,0,0,0.02,0,2.28,0,652869.2535,479371.2729,1627841.828,655550.0399
Tamilnadu,Villupuram,11,16,42,17,2021,"Villupuram, Tamilnadu, India",11.9959629,79.7673667,25.06,76,1012,4.52,31,overcast clouds,28.33333333,42,13.75,20,42,Good,2259,13,1,8,0.06,1,6.83,0,520519.3473,386469.7975,1531686.956,523238.4971
Tamilnadu,Tuticorin / Thoothukudi,5,7,67,21,2021,"Tuticorin / Thoothukudi, Tamilnadu, India",8.827387,78.1293551,25.35,86,1011,4.9,29,overcast clouds,35,67,6.25,8.75,67,Satisfactory,3531,13,0,2,0.1,1,10.64,0,912006.26,664655.1631,1776878.89,914414.3122
Telangana,Adilabad,6,25,71,,2021,"Adilabad, Telangana, India",19.6759452,78.5339895,15.85,65,1016,0.31,58,clear sky,,71,7.5,31.25,71,Satisfactory,0,3,0,2,0,1,0.01,1,433190.3965,522711.4305,780191.4438,427286.4773
Telangana,Hyderabad,6,34,89,39,2021,"Hyderabad, Telangana, India",17.385,78.4867,17.73,67,1016,2.57,90,haze,64.51724138,89,7.5,42.5,89,Satisfactory,23081,11,1,57,0.64,1,69.29,0,247164.0605,331068.3016,948700.7916,242389.9368
Telangana,Karimnagar,7,39,76,,2021,"Karimnagar, Telangana, India",18.4348122,79.1328042,16.45,68,1016,1.49,318,clear sky,,76,8.75,48.75,76,Satisfactory,5876,4,0,4,0.16,1,17.64,0,273872.5206,388813.5468,919196.4716,267939.5205
Telangana,Khammam,7,39,72,,2021,"Khammam, Telangana, India",17.2465351,80.1500326,17.23,76,1015,1.47,21,clear sky,,72,8.75,48.75,72,Satisfactory,5676,5,0,10,0.16,1,17.05,0,96838.57149,238274.0921,1094711.707,91055.2687
Telangana,Kothur,9,46,100,,2021,"Kothur, Telangana, India",17.1486076,78.2886922,17.14,67,1016,2.57,90,haze,,100,11.25,57.28205128,100,Satisfactory,2393,1,0,42,0.07,1,7.18,0.02,257635.6663,298563.0069,954193.8382,253419.1599
Telangana,Nalgonda,6,26,71,28,2021,"Nalgonda, Telangana, India",16.8579636,79.2174935,16.95,62,1015,2.48,331,clear sky,46.66666667,71,7.5,32.5,71,Satisfactory,80,0,0,0,0,0,0.24,0,148854.7367,311182.0925,1049348.421,144696.9183
Telangana,Nizamabad,6,25,59,31,2021,"Nizamabad, Telangana, India",18.6732693,78.0978477,15.24,70,1016,1.05,112,clear sky,51,59,7.5,31.25,59,Satisfactory,6059,2,0,0,0.17,1,18.18,0,369969.341,470506.5495,812649.2905,364201.4717
Telangana,Patencheru,6,27,78,34,2021,"Patencheru, Telangana, India",17.531,78.2645,15.54,66,1016,2.12,41,clear sky,56.06896552,78,7.5,33.75,78,Satisfactory,6915,9,0,32,0.19,1,20.78,0,276847.062,341348.0507,919343.3653,272002.6652
Telangana,Ramagundum,8,46,91,97,2021,"Ramagundum, Telangana, India",18.7596,79.474,15.99,73,1015,1.52,344,clear sky,221.4827586,91,10,57.28205128,221.4827586,Poor,2428,3,0,1,0.07,1,7.3,0,289266.8058,374755.8697,927174.3592,283491.3837
Telangana,Sangareddy,5,45,82,45,2021,"Sangareddy, Telangana, India",17.8684342,77.8227189,15.03,66,1016,1.39,71,clear sky,74.65517241,82,6.25,56.02564103,82,Satisfactory,100,0,0,0,0,0,0.3,0,338670.172,373812.8248,857005.9021,333673.7392
Telangana,Warangal,7,35,60,60,2021,"Warangal, Telangana, India",17.9820644,79.5970954,15.76,69,1015,2.29,332,clear sky,100,60,8.75,43.75,100,Satisfactory,8637,1,0,68,0.24,1,25.92,0.01,201467.9659,320150.1762,992641.0763,195569.0781
Tripura,Agartala,19,9,82,50,2021,"Agartala, Tripura, India",23.8312377,91.2823821,17.45,81,1013,1.18,14,clear sky,83.10344828,82,23.75,11.25,83.10344828,Satisfactory,6539,6,0,46,0.18,1,19.64,0.01,1483128.404,1113851.793,1832772.525,1482937.16
Uttar Pradesh,Agra,5,20,164,85,2021,"Agra, Uttar Pradesh, India",27.1752554,78.0098161,17.63,22,1017,1.96,322,clear sky,182.9310345,142.8590604,6.25,25,182.9310345,Moderate,12160,5,0,112,0.34,1,36.5,0.01,200662.9968,1249903.401,473549.9019,489693.6754
Uttar Pradesh,Aligarh,19,31,165,,2021,"Aligarh, Uttar Pradesh, India",27.8761073,78.1358153,17.07,23,1016,2.4,328,clear sky,,143.5234899,23.75,38.75,143.5234899,Moderate,6216,2,0,4,0.17,1,18.66,0,137006.2444,1321528.829,395415.2036,417532.2647
Uttar Pradesh,Allahabad,8,22,133,53,2021,"Allahabad, Uttar Pradesh, India",25.4381302,81.8338005,17.77,35,1016,1.6,298,clear sky,88.17241379,122.261745,10,27.5,122.261745,Moderate,9233,7,0,28,0.26,1,27.73,0,647903.4215,898225.6174,874619.4729,910171.3243
Uttar Pradesh,Anpara,17,25,153,,2021,"Anpara, Uttar Pradesh, India",24.2055078,82.7715236,14.97,43,1016,1.51,241,clear sky,,135.5503356,21.25,31.25,135.5503356,Moderate,426,15,0,0,0.01,1,1.34,0,824888.7799,733422.2237,1057640.164,947941.7413
Uttar Pradesh,Ayodhya,5,18,166,,2021,"Ayodhya, Uttar Pradesh, India",26.7990707,82.2052321,16.66,38,1015,2.81,300,clear sky,,144.1879195,6.25,22.5,144.1879195,Moderate,2589,0,0,32,0.07,0,7.77,0.01,598674.7595,1058351.623,784911.781,828184.8547
Uttar Pradesh,Bagpat,13,28,211,94,2021,"Bagpat, Uttar Pradesh, India",28.9672601,77.6647822,16.66,27,1016,2.32,322,clear sky,211.2413793,174.0872483,16.25,35,211.2413793,Poor,6509,22,2,9,0.18,1,19.62,0,65880.18644,1468657.438,247799.8341,272915.4257
Uttar Pradesh,Bareily,26,33,177,,2021,"Bareily, Uttar Pradesh, India",28.367,79.4304,16.05,37,1016,2.14,321,clear sky,,151.4966443,32.5,41.25,151.4966443,Moderate,7034,11,0,0,0.2,1,21.15,0,246615.4074,1322627.141,423741.4798,463640.3446
Uttar Pradesh,Bulandshahr,15,24,195,93,2021,"Bulandshahr, Uttar Pradesh, India",28.3874073,77.9743805,16.46,26,1016,2.4,320,clear sky,207.8275862,163.4563758,18.75,30,207.8275862,Poor,1114,0,0,0,0.03,0,3.34,0,87353.99215,1387416.099,329028.0471,353147.9714
Uttar Pradesh,Firozabad,8,28,162,,2021,"Firozabad, Uttar Pradesh, India",27.1941954,78.4604956,17.09,24,1016,1.97,323,clear sky,,141.5302013,10,35,141.5302013,Moderate,1325,0,0,0,0.04,0,3.98,0,224966.1665,1228777.468,488339.2092,509823.4698
Uttar Pradesh,Gajroula,17,26,174,,2021,"Gajroula, Uttar Pradesh, India",28.8446,78.2396,15.52,32,1016,2.46,324,clear sky,,149.5033557,21.25,32.5,149.5033557,Moderate,261,4,0,0,0.01,1,0.8,0,115882.3549,1427746.642,292524.3856,325576.2301
Uttar Pradesh,Ghaziabad,16,38,233,110,2021,"Ghaziabad, Uttar Pradesh, India",28.7749966,77.4586967,17.89,23,1016,2.42,323,clear sky,265.862069,188.704698,20,47.5,265.862069,Poor,2637,74,0,8,0.07,1,8.21,0,32501.62045,1456927.663,262769.4993,281462.9749
Uttar Pradesh,Gorakhpur,17,26,241,,2021,"Gorakhpur, Uttar Pradesh, India",26.6677977,83.3642334,17.47,50,1015,2.63,304,clear sky,,194.0201342,21.25,32.5,194.0201342,Moderate,2006,0,0,0,0.06,0,6.02,0,724998.0471,1033752.233,897492.5453,943532.6978
Uttar Pradesh,Greater Noida,12,47,221,96,2021,"Greater Noida, Uttar Pradesh, India",28.4670734,77.5137649,19.56,20,1016,1.81,328,clear sky,218.0689655,180.7315436,15,58.53846154,218.0689655,Poor,6506,16,0,83,0.18,1,19.58,0.01,36322.49689,1419392.348,301958.7813,318936.9091
Uttar Pradesh,Hapur,13,15,165,70,2021,"Hapur, Uttar Pradesh, India",28.7166767,77.890433,15.88,28,1016,2.57,323,clear sky,131.7241379,143.5234899,16.25,18.75,143.5234899,Moderate,1539,0,0,0,0.04,0,4.62,0,74391.70518,1429094.073,287238.041,313431.5164
Uttar Pradesh,Jhansi,8,18,117,,2021,"Jhansi, Uttar Pradesh, India",25.529855,78.6527802,18.25,35,1016,2.12,293,clear sky,,111.6308725,10,22.5,111.6308725,Moderate,554,0,0,0,0.02,0,1.66,0,416631.3743,1036777.838,690010.9128,705843.0444
Uttar Pradesh,Kanpur,12,44,199,71,2021,"Kanpur, Uttar Pradesh, India",26.4609135,80.3217588,17.31,35,1016,2.51,308,clear sky,135.137931,166.114094,15,54.76923077,166.114094,Moderate,11171,10,2,6,0.31,1,33.56,0,437304.1685,1064272.307,670971.7777,703622.5295
Uttar Pradesh,Khurja,22,28,183,,2021,"Khurja, Uttar Pradesh, India",28.2062807,77.8764368,17.01,24,1016,2.1,324,clear sky,,155.4832215,27.5,35,155.4832215,Moderate,2043,1,0,0,0.06,1,6.13,0,88208.16103,1371670.549,346034.0355,367031.6001
Uttar Pradesh,Lucknow,9,34,174,80,2021,"Lucknow, Uttar Pradesh, India",26.8381,80.9346001,15.01,77,1016,2.06,270,haze,165.862069,149.5033557,11.25,42.5,165.862069,Moderate,12289,31,4,39,0.34,1,37,0,468647.4007,1089795.178,678291.9629,716497.4191
Uttar Pradesh,Mathura,12,27,170,,2021,"Mathura, Uttar Pradesh, India",27.4955539,77.6855554,17.1,22,1017,2.41,325,clear sky,,146.8456376,15,33.75,146.8456376,Moderate,7012,14,0,4,0.2,1,21.09,0,149663.9661,1302488.163,425246.7432,438769.64
Uttar Pradesh,Meerut,15,57,199,86,2021,"Meerut, Uttar Pradesh, India",29.0018557,77.7679671,16.84,27,1016,2.24,322,clear sky,186.3448276,166.114094,18.75,71.1025641,186.3448276,Moderate,3431,5,1,6,0.1,1,10.32,0,77413.54589,1467691.142,248690.6004,276241.1798
Uttar Pradesh,Moradabad,15,21,184,95,2021,"Moradabad, Uttar Pradesh, India",28.8796553,78.8095335,15.27,40,1016,2.29,318,clear sky,214.6551724,156.147651,18.75,26.25,214.6551724,Poor,2851,2,0,1,0.08,1,8.56,0,178769.0225,1407628.024,328961.6531,368934.0127
Uttar Pradesh,Muzaffarnagar,19,20,173,80,2021,"Muzaffarnagar, Uttar Pradesh, India",29.4496978,77.7429333,14.42,38,1016,2.67,304,clear sky,165.862069,148.8389262,23.75,25,165.862069,Moderate,5434,19,0,23,0.15,1,16.38,0,120739.1091,1520709.247,197684.8924,231790.1466
Uttar Pradesh,Noida,13,40,215,99,2021,"Noida, Uttar Pradesh, India",28.5706333,77.3272147,16.18,17,1016,1.94,313,clear sky,228.3103448,176.7449664,16.25,50,228.3103448,Poor,13171,42,0,39,0.37,1,39.68,0,11793.69207,1440659.262,284118.1877,298246.8072
Uttar Pradesh,Raibareli,6,12,111,,2021,"Raibareli, Uttar Pradesh, India",28.8446,78.2396,15.52,32,1016,2.46,324,clear sky,,107.6442953,7.5,15,107.6442953,Moderate,261,4,0,0,0.01,1,0.8,0,115882.3549,1427746.642,292524.3856,325576.2301
Uttar Pradesh,Saharanpur,13,22,181,,2021,"Saharanpur, Uttar Pradesh, India",29.9856799,77.5040646,14.35,49,1016,0.79,352,clear sky,,154.1543624,16.25,27.5,154.1543624,Moderate,4794,2,0,0,0.13,1,14.39,0,177780.898,1594263.608,126586.3611,167849.9677
Uttar Pradesh,Unnao,8,25,127,,2021,"Unnao, Uttar Pradesh, India",26.5673264,80.6198193,17.16,35,1016,2.57,304,clear sky,,118.2751678,10,31.25,118.2751678,Moderate,289,0,0,0,0.01,0,0.87,0,456264.4982,1066760.975,680709.5491,715716.2972
Uttar Pradesh,Varanasi,12,34,133,60,2021,"Varanasi, Uttar Pradesh, India",25.3356491,83.0076292,15.04,43,1016,2.22,262,clear sky,100,122.261745,15,42.5,122.261745,Moderate,9763,10,0,61,0.27,1,29.33,0.01,762161.0421,869786.9215,972833.2333,1012443.19
Uttarakhand,Dehradun,22,26,154,89,2021,"Dehradun, Uttarakhand, India",30.3255646,78.0436813,13.11,51,1017,2.45,44,clear sky,196.5862069,136.2147651,27.5,32.5,196.5862069,Moderate,10064,0,0,11,0.28,0,30.19,0,236865.9572,1611113.976,151353.0135,206109.6268
Uttarakhand,Haldwani,7,25,110,38,2021,"Haldwani, Uttarakhand, India",29.2144809,79.5279012,15.1,49,1017,2.3,23,clear sky,62.82758621,106.9798658,8.75,31.25,106.9798658,Moderate,8855,7,0,281,0.25,1,26.59,0.03,266708.8101,1421256.397,363932.214,412415.4891
Uttarakhand,Haridwar,13,20,117,81,2021,"Haridwar, Uttarakhand, India",29.9384473,78.1452985,13.07,54,1017,1.67,54,clear sky,169.2758621,111.6308725,16.25,25,169.2758621,Moderate,3800,1,0,9,0.11,1,11.4,0,197338.8045,1560652.277,184387.0271,233345.6742
Uttarakhand,Kashipur,17,21,118,62,2021,"Kashipur, Uttarakhand, India",29.2117573,78.9617306,13.9,55,1016,1.7,346,clear sky,104.4137931,112.295302,21.25,26.25,112.295302,Moderate,5773,15,0,4,0.16,1,17.38,0,206994.9686,1441244.267,312815.0759,357927.085
Uttarakhand,Rishikesh,20,25,132,76,2021,"Rishikesh, Uttarakhand, India",30.1086537,78.2916193,14.28,50,1017,2.68,51,clear sky,152.2068966,121.5973154,25,31.25,152.2068966,Moderate,2434,5,0,0,0.07,1,7.32,0,224501.3079,1575026.856,187709.0358,240393.5355
Uttarakhand,Rudrapur,19,22,123,,2021,"Rudrapur, Uttarakhand, India",28.9707183,79.3972845,14.12,53,1016,1.9,318,clear sky,,115.6174497,23.75,27.5,115.6174497,Moderate,5700,22,0,32,0.16,1,17.19,0.01,245208.5607,1396248.603,369904.4984,415317.9944
West Bengal,Alipurduar,9,34,97,,2021,"Alipurduar, West Bengal, India",26.4851573,89.5246926,18.65,84,1014,1,329,clear sky,,97,11.25,42.5,97,Satisfactory,499,12,0,2,0.01,1,1.54,0,1394170.297,1220088.102,1518757.119,1562090.828
West Bengal,Amtala,6,39,108,,2021,"Amtala, West Bengal, India",22.3668791,88.2777495,18.51,54,1014,2.82,341,clear sky,,105.6510067,7.5,48.75,105.6510067,Moderate,2038,3,0,0,0.06,1,6.13,0,1109648.319,743995.0112,1651790.882,1109393.933
West Bengal,Asansol,9,29,123,59,2021,"Asansol, West Bengal, India",23.6871297,86.9746587,16.32,49,1015,2.85,307,clear sky,98.31034483,115.6174497,11.25,36.25,115.6174497,Moderate,5036,3,0,2,0.14,1,15.12,0,1117454.63,777332.8945,1438837.002,1116155.463
West Bengal,Baharampur,2,19,79,,2021,"Baharampur, West Bengal, India",24.1044927,88.2510635,18.18,62,1014,2.75,308,clear sky,,79,2.5,23.75,79,Satisfactory,2597,0,0,93,0.07,0,7.79,0.03,1250194.065,899016.8441,1525156.505,1249252.943
West Bengal,Balurghat,9,34,106,,2021,"Balurghat, West Bengal, India",25.2234352,88.7780654,17.98,67,1014,1.96,299,clear sky,,104.3221477,11.25,42.5,104.3221477,Moderate,1738,4,0,9,0.05,1,5.23,0.01,1353114.162,1044390.966,1506701.49,1389711.764
West Bengal,Bankura,2,15,78,,2021,"Bankura, West Bengal, India",23.132377,87.2081925,17.05,59,1015,3.34,326,clear sky,,78,2.5,18.75,78,Satisfactory,742,0,0,1,0.02,0,2.23,0,1084604.843,735135.9544,1501122.323,1083651.681
West Bengal,Barasat,3,23,90,,2021,"Barasat, West Bengal, India",22.7191072,88.4826229,19.96,77,1014,1.54,350,haze,,90,3.75,28.75,90,Satisfactory,7732,2,0,11,0.22,1,23.2,0,1154163.883,789778.5387,1643359.936,1153888.171
West Bengal,Bardhaman,2,14,77,,2021,"Bardhaman, West Bengal, India",23.2495714,87.8681751,16.45,65,1014,2.91,328,clear sky,,77,2.5,17.5,77,Satisfactory,5082,21,0,6,0.14,1,15.33,0,1146280.501,790893.9234,1550075.005,1145553.283
West Bengal,Barrckpore,4,22,86,54,2021,"Barrckpore, West Bengal, India",26.2303,81.233,17.04,35,1016,2.8,304,clear sky,89.86206897,86,5,27.5,89.86206897,Satisfactory,3823,4,0,0,0.11,1,11.48,0,536272.2409,1008341.96,756697.1089,793152.403
West Bengal,Baruipur,7,40,121,,2021,"Baruipur, West Bengal, India",22.3606792,88.4322502,17.99,56,1014,3.08,345,clear sky,,114.2885906,8.75,50,114.2885906,Moderate,2839,3,0,0,0.08,1,8.53,0,1122649.972,756165.3539,1665632.474,1122408.868
West Bengal,Bolpur,2,14,75,,2021,"Bolpur, West Bengal, India",23.661154,87.6962424,16.95,64,1014,3.1,316,clear sky,,75,2.5,17.5,75,Satisfactory,2476,0,0,2,0.07,0,7.43,0,1168537.721,818910.9416,1504922.392,1167559.443
West Bengal,Chinsura,2,20,83,,2021,"Chinsura, West Bengal, India",22.9024,88.3893,19.94,61,1014,2.93,341,clear sky,,83,2.5,25,83,Satisfactory,8835,16,0,4,0.25,1,26.57,0,1160548.559,798065.0812,1621683.023,1160186.426
West Bengal,Coochbihar,9,34,100,,2021,"Coochbihar, West Bengal, India",26.3257,89.4511,19.13,86,1014,1.26,344,clear sky,,100,11.25,42.5,100,Satisfactory,1310,27,0,5,0.04,1,4.04,0,1390086.333,1199087.633,1518284.004,1541676.895
West Bengal,Dankuni,2,21,85,,2021,"Dankuni, West Bengal, India",22.6820899,88.2907444,19.98,77,1014,1.54,350,haze,,85,2.5,26.25,85,Satisfactory,6494,11,0,0,0.18,1,19.53,0,1134921.031,771423.0377,1629215.629,1134627.871
West Bengal,Darjeeling,8,32,62,32,2021,"Darjeeling, West Bengal, India",27.0377554,88.263176,10.13,93,1017,1.81,318,clear sky,52.68965517,62,10,40,62,Satisfactory,1386,0,0,2723,0.04,0,4.16,0.66,1243806.034,1208538.557,1363093.598,1416700.645
West Bengal,Durgapur,19,27,163,78,2021,"Durgapur, West Bengal, India",23.5350475,87.3380425,17.47,56,1015,3.09,318,clear sky,159.0344828,142.1946309,23.75,33.75,159.0344828,Moderate,4859,19,0,3,0.14,1,14.65,0,1130212.638,783494.929,1482149.349,1129137.364
West Bengal,Ghatal,12,37,106,,2021,"Ghatal, West Bengal, India",22.6823015,87.699166,16.81,61,1014,3.04,338,clear sky,,104.3221477,15,46.25,104.3221477,Moderate,58,0,0,0,0,0,0.17,0,1085477.918,726357.6975,1577882.265,1084949.832
West Bengal,Haldia,12,28,97,41,2021,"Haldia, West Bengal, India",22.028124,88.0632655,17.74,56,1014,3.48,344,clear sky,67.89655172,97,15,35,97,Satisfactory,1227,25,0,16,0.03,1,3.78,0.01,1065664.586,698888.0165,1659640.617,1065430.984
West Bengal,Howrah,14,33,129,77,2021,"Howrah, West Bengal, India",22.5736296,88.3251045,19.97,77,1014,1.54,350,haze,155.6206897,119.6040268,17.5,41.25,155.6206897,Moderate,13038,88,1,7,0.36,1,39.47,0,1129466.469,764974.7812,1640312.76,1129193.412
West Bengal,Jalpaiguri,8,34,96,65,2021,"Jalpaiguri, West Bengal, India",26.6262805,88.7334485,18.59,82,1014,1.31,354,clear sky,114.6551724,96,10,42.5,114.6551724,Moderate,885,0,0,5,0.02,0,2.66,0.01,1304356.316,1188224.968,1430254.692,1483345.547
West Bengal,Jhargram,12,38,101,,2021,"Jhargram, West Bengal, India",22.4538505,86.9949477,16.41,58,1015,3.1,335,clear sky,,101,15,47.5,101,Moderate,402,0,0,0,0.01,0,1.21,0,1009574.588,655164.2913,1536620.454,1008854.16
West Bengal,Kalimpong,8,32,64,,2021,"Kalimpong, West Bengal, India",27.0702869,88.4723676,14.88,89,1017,2.54,344,clear sky,,64,10,40,64,Satisfactory,484,1,0,2,0.01,1,1.46,0,1266170.84,1222773.757,1383599.596,1437402.852
West Bengal,Kalyani,2,21,83,48,2021,"Kalyani, West Bengal, India",22.9749723,88.4345915,17.57,61,1014,2.94,340,clear sky,79.72413793,83,2.5,26.25,83,Satisfactory,5616,18,0,9,0.16,1,16.92,0,1170105.609,807872.0798,1620444.288,1169726.199
West Bengal,Kharagpur,13,39,124,,2021,"Kharagpur, West Bengal, India",22.34309,87.3012875,16.74,57,1015,2.57,331,clear sky,,116.2818792,16.25,48.75,116.2818792,Moderate,3580,11,0,0,0.1,1,10.78,0,1025207.581,666441.6974,1570894.127,1024682.009
West Bengal,Kolkata,9,36,107,48,2021,"Kolkata, West Bengal, India",22.5726459,88.3638953,19.96,77,1014,1.54,350,haze,79.72413793,104.9865772,11.25,45,104.9865772,Moderate,16772,188,1,28,0.47,1,51.07,0,1132722.842,768000.0151,1643774.681,1132453.032
West Bengal,Krishnanagar,2,20,80,,2021,"Krishnanagar, West Bengal, India",23.4058481,88.4958935,18.05,62,1014,2.83,330,clear sky,,80,2.5,25,80,Satisfactory,1188,1,0,5,0.03,1,3.57,0,1210007.913,850703.5621,1595357.33,1209454.723
West Bengal,Madhyamgram,3,22,87,,2021,"Madhyamgram, West Bengal, India",22.6947839,88.4530183,19.96,77,1014,1.54,350,haze,,87,3.75,27.5,87,Satisfactory,10425,0,0,36,0.29,0,31.28,0,1149753.419,785369.3741,1642537.487,1149477.883
West Bengal,Malda,9,35,112,,2021,"Malda, West Bengal, India",25.0057449,88.1398483,18,63,1014,2.18,293,clear sky,,108.3087248,11.25,43.75,108.3087248,Moderate,2676,24,0,20,0.07,1,8.12,0.01,1294880.773,982607.8089,1457113.859,1322930.884
West Bengal,Medinipur,12,36,102,,2021,"Medinipur, West Bengal, India",22.4207025,87.3269963,16.73,58,1015,2.65,331,clear sky,,101.6644295,15,45,101.6644295,Moderate,3236,3,0,25,0.09,1,9.72,0.01,1033636.726,675396.2696,1566835.867,1033082.179
West Bengal,Purulia,2,14,74,,2021,"Purulia, West Bengal, India",23.2020967,86.3228988,15.12,48,1016,2.35,304,clear sky,,74,2.5,17.5,74,Satisfactory,55,0,0,0,0,0,0.16,0,1025844.198,690322.3507,1420590.064,1024445.927
West Bengal,Raigunj,9,34,104,,2021,"Raigunj, West Bengal, India",25.6167,88.1167,18.05,65,1014,2.72,271,clear sky,,102.9932886,11.25,42.5,102.9932886,Moderate,2130,1,0,1,0.06,1,6.39,0,1268233.281,1045501.36,1419048.413,1379671.214
West Bengal,Rampurhat,2,15,78,,2021,"Rampurhat, West Bengal, India",24.1763069,87.7859569,17.39,63,1014,2.24,296,clear sky,,78,2.5,18.75,78,Satisfactory,341,0,0,0,0.01,0,1.02,0,1221600.456,876084.7493,1477136.243,1220448.084
