State / Union Territory,City / town / village,SO2,NO2,PM10,PM2.5,Year,Location,Latitude,Longitude,Temperature (°C),Humidity (%),Pressure (hPa),Wind Speed (m/s),Wind Direction (°),Weather Condition,AQI_PM2.5,AQI_PM10,AQI_SO2,AQI_NO2,AQI,AQI_Category,Roads_count,Industrial_zones_count,Dump_sites_count,Agricultural_fields_count,Urban_density_score,Industrial_presence,Pollution_source_risk,Green_area_ratio,dist_nearest_road_m,dist_nearest_ind_m,dist_nearest_dump_m,dist_nearest_agri_m
West Bengal,Baharampur,2,20,78,,2022,"Baharampur, West Bengal, India",24.1044927,88.2510635,18.18,62,1014,2.75,308,clear sky,,78,2.5,25,78,Satisfactory,2597,0,0,93,0.07,0,7.79,0.03,1250194.065,899016.8441,1525156.505,1249252.943
West Bengal,Balurghat,9,34,107,,2022,"Balurghat, West Bengal, India",25.2234352,88.7780654,17.98,67,1014,1.96,299,clear sky,,104.9865772,11.25,42.5,104.9865772,Moderate,1738,4,0,9,0.05,1,5.23,0.01,1353114.162,1044390.966,1506701.49,1389711.764
West Bengal,Bankura,2,16,86,,2022,"Bankura, West Bengal, India",23.132377,87.2081925,17.05,59,1015,3.34,326,clear sky,,86,2.5,20,86,Satisfactory,742,0,0,1,0.02,0,2.23,0,1084604.843,735135.9544,1501122.323,1083651.681
West Bengal,Barasat,4,26,90,,2022,"Barasat, West Bengal, India",22.7191072,88.4826229,19.96,77,1014,1.54,350,haze,,90,5,32.5,90,Satisfactory,7732,2,0,11,0.22,1,23.2,0,1154163.883,789778.5387,1643359.936,1153888.171
West Bengal,Bardhaman,2,15,85,,2022,"Bardhaman, West Bengal, India",23.2495714,87.8681751,16.45,65,1014,2.91,328,clear sky,,85,2.5,18.75,85,Satisfactory,5082,21,0,6,0.14,1,15.33,0,1146280.501,790893.9234,1550075.005,1145553.283
West Bengal,Barrckpore,4,24,86,55,2022,"Barrckpore, West Bengal, India",22.7665,88.3709,19.96,77,1014,2.06,330,haze,91.55172414,86,5,30,91.55172414,Satisfactory,12995,166,0,15,0.36,1,39.65,0,1148313.813,784936.2475,1630013.141,1148009.88
West Bengal,Baruipur,8,47,124,,2022,"Baruipur, West Bengal, India",22.3606792,88.4322502,17.99,56,1014,3.08,345,clear sky,,116.2818792,10,58.53846154,116.2818792,Moderate,2839,3,0,0,0.08,1,8.53,0,1122649.972,756165.3539,1665632.474,1122408.868
West Bengal,Birpara,9,34,103,,2022,"Birpara, West Bengal, India",26.711324,89.1390175,17.95,76,1014,1.73,4,clear sky,,102.3288591,11.25,42.5,102.3288591,Moderate,182,21,0,6,0.01,1,0.63,0.03,1346777.223,1220466.934,1468667.227,1522185.633
West Bengal,Bolpur,2,14,83,,2022,"Bolpur, West Bengal, India",23.661154,87.6962424,16.95,64,1014,3.1,316,clear sky,,83,2.5,17.5,83,Satisfactory,2476,0,0,2,0.07,0,7.43,0,1168537.721,818910.9416,1504922.392,1167559.443
West Bengal,Chinsura,2,22,83,,2022,"Chinsura, West Bengal, India",22.9024,88.3893,19.94,61,1014,2.93,341,clear sky,,83,2.5,27.5,83,Satisfactory,8835,16,0,4,0.25,1,26.57,0,1160548.559,798065.0812,1621683.023,1160186.426
West Bengal,Coochbihar,9,34,103,,2022,"Coochbihar, West Bengal, India",26.3257,89.4511,19.13,86,1014,1.26,344,clear sky,,102.3288591,11.25,42.5,102.3288591,Moderate,1310,27,0,5,0.04,1,4.04,0,1390086.333,1199087.633,1518284.004,1541676.895
West Bengal,Dankuni,3,24,87,,2022,"Dankuni, West Bengal, India",22.6820899,88.2907444,19.98,77,1014,1.54,350,haze,,87,3.75,30,87,Satisfactory,6494,11,0,0,0.18,1,19.53,0,1134921.031,771423.0377,1629215.629,1134627.871
West Bengal,Darjeeling,8,31,64,32,2022,"Darjeeling, West Bengal, India",27.0377554,88.263176,10.13,93,1017,1.81,318,clear sky,52.68965517,64,10,38.75,64,Satisfactory,1386,0,0,2723,0.04,0,4.16,0.66,1243806.034,1208538.557,1363093.598,1416700.645
West Bengal,Durgapur,20,26,156,62,2022,"Durgapur, West Bengal, India",23.5350475,87.3380425,17.47,56,1015,3.09,318,clear sky,104.4137931,137.5436242,25,32.5,137.5436242,Moderate,4859,19,0,3,0.14,1,14.65,0,1130212.638,783494.929,1482149.349,1129137.364
West Bengal,Ghatal,12,36,110,,2022,"Ghatal, West Bengal, India",22.6823015,87.699166,16.81,61,1014,3.04,338,clear sky,,106.9798658,15,45,106.9798658,Moderate,58,0,0,0,0,0,0.17,0,1085477.918,726357.6975,1577882.265,1084949.832
West Bengal,Haldia,14,25,94,36,2022,"Haldia, West Bengal, India",22.028124,88.0632655,17.74,56,1014,3.48,344,clear sky,59.44827586,94,17.5,31.25,94,Satisfactory,1227,25,0,16,0.03,1,3.78,0.01,1065664.586,698888.0165,1659640.617,1065430.984
West Bengal,Howrah,14,25,131,65,2022,"Howrah, West Bengal, India",22.5736296,88.3251045,19.97,77,1014,1.54,350,haze,114.6551724,120.9328859,17.5,31.25,120.9328859,Moderate,13038,88,1,7,0.36,1,39.47,0,1129466.469,764974.7812,1640312.76,1129193.412
West Bengal,Jaigaon,9,34,101,,2022,"Jaigaon, West Bengal, India",26.854859,89.3767318,18.52,62,1015,3.23,24,clear sky,,101,11.25,42.5,101,Moderate,924,2,0,4,0.03,1,2.78,0,1369825.004,1249653.314,1487477.146,1541399.373
West Bengal,Jalpaiguri,9,33,101,,2022,"Jalpaiguri, West Bengal, India",26.6262805,88.7334485,18.59,82,1014,1.31,354,clear sky,,101,11.25,41.25,101,Moderate,885,0,0,5,0.02,0,2.66,0.01,1304356.316,1188224.968,1430254.692,1483345.547
West Bengal,Jhargram,12,36,99,,2022,"Jhargram, West Bengal, India",22.4538505,86.9949477,16.41,58,1015,3.1,335,clear sky,,99,15,45,99,Satisfactory,402,0,0,0,0.01,0,1.21,0,1009574.588,655164.2913,1536620.454,1008854.16
West Bengal,Kalimpong,8,31,64,,2022,"Kalimpong, West Bengal, India",27.0702869,88.4723676,14.88,89,1017,2.54,344,clear sky,,64,10,38.75,64,Satisfactory,484,1,0,2,0.01,1,1.46,0,1266170.84,1222773.757,1383599.596,1437402.852
West Bengal,Kalyani,3,23,84,47,2022,"Kalyani, West Bengal, India",22.9749723,88.4345915,17.57,61,1014,2.94,340,clear sky,78.03448276,84,3.75,28.75,84,Satisfactory,5616,18,0,9,0.16,1,16.92,0,1170105.609,807872.0798,1620444.288,1169726.199
West Bengal,Kharagpur,13,37,122,,2022,"Kharagpur, West Bengal, India",22.34309,87.3012875,16.74,57,1015,2.57,331,clear sky,,114.9530201,16.25,46.25,114.9530201,Moderate,3580,11,0,0,0.1,1,10.78,0,1025207.581,666441.6974,1570894.127,1024682.009
West Bengal,Kolkata,8,34,101,44,2022,"Kolkata, West Bengal, India",22.5726459,88.3638953,19.96,77,1014,1.54,350,haze,72.96551724,101,10,42.5,101,Moderate,16772,188,1,28,0.47,1,51.07,0,1132722.842,768000.0151,1643774.681,1132453.032
West Bengal,Krishnanagar,2,20,78,,2022,"Krishnanagar, West Bengal, India",23.4058481,88.4958935,18.05,62,1014,2.83,330,clear sky,,78,2.5,25,78,Satisfactory,1188,1,0,5,0.03,1,3.57,0,1210007.913,850703.5621,1595357.33,1209454.723
West Bengal,Madhyamgram,4,26,90,,2022,"Madhyamgram, West Bengal, India",22.6947839,88.4530183,19.96,77,1014,1.54,350,haze,,90,5,32.5,90,Satisfactory,10425,0,0,36,0.29,0,31.28,0,1149753.419,785369.3741,1642537.487,1149477.883
West Bengal,Makhrapara /Alipurduar,9,34,99,,2022,"Makhrapara /Alipurduar, West Bengal, India",26.3133,89.4871,19.29,86,1014,1.31,349,clear sky,,99,11.25,42.5,99,Satisfactory,1069,27,0,5,0.03,1,3.32,0,1394325.593,1200077.133,1522577,1543108.062
West Bengal,Malda,9,34,115,,2022,"Malda, West Bengal, India",25.0057449,88.1398483,18,63,1014,2.18,293,clear sky,,110.3020134,11.25,42.5,110.3020134,Moderate,2676,24,0,20,0.07,1,8.12,0.01,1294880.773,982607.8089,1457113.859,1322930.884
West Bengal,Medinipur,12,35,105,,2022,"Medinipur, West Bengal, India",22.4207025,87.3269963,16.73,58,1015,2.65,331,clear sky,,103.6577181,15,43.75,103.6577181,Moderate,3236,3,0,25,0.09,1,9.72,0.01,1033636.726,675396.2696,1566835.867,1033082.179
West Bengal,Purulia,2,15,84,,2022,"Purulia, West Bengal, India",23.2020967,86.3228988,15.12,48,1016,2.35,304,clear sky,,84,2.5,18.75,84,Satisfactory,55,0,0,0,0,0,0.16,0,1025844.198,690322.3507,1420590.064,1024445.927
West Bengal,Raigunj,9,33,104,,2022,"Raigunj, West Bengal, India",25.6167,88.1167,18.05,65,1014,2.72,271,clear sky,,102.9932886,11.25,41.25,102.9932886,Moderate,2130,1,0,1,0.06,1,6.39,0,1268233.281,1045501.36,1419048.413,1379671.214
West Bengal,Rampurhat,2,16,86,,2022,"Rampurhat, West Bengal, India",24.1763069,87.7859569,17.39,63,1014,2.24,296,clear sky,,86,2.5,20,86,Satisfactory,341,0,0,0,0.01,0,1.02,0,1221600.456,876084.7493,1477136.243,1220448.084
West Bengal,Ranaghat,2,21,81,,2022,"Ranaghat, West Bengal, India",23.1738124,88.563677,17.75,63,1014,2.82,338,clear sky,,81,2.5,26.25,81,Satisfactory,879,1,0,0,0.02,1,2.64,0,1196770.662,835180.889,1617806.535,1196347.096
West Bengal,Rishra,3,25,90,,2022,"Rishra, West Bengal, India",22.7247059,88.3434353,19.97,77,1014,1.54,350,haze,,90,3.75,31.25,90,Satisfactory,11827,110,0,14,0.33,1,35.92,0,1142720.36,779207.1513,1630679.537,1142426.349
West Bengal,Sankrail,13,37,139,,2022,"Sankrail, West Bengal, India",22.5574675,88.2045729,20.01,55,1014,2.59,341,clear sky,,126.2483221,16.25,46.25,126.2483221,Moderate,1890,19,0,0,0.05,1,5.75,0,1117905.45,754023.7937,1631029.494,1117624.246
West Bengal,Siliguri,9,37,111,42,2022,"Siliguri, West Bengal, India",26.7164127,88.4309916,18.6,83,1014,1.69,353,clear sky,69.5862069,107.6442953,11.25,46.25,107.6442953,Moderate,8977,26,0,159,0.25,1,27.04,0.02,1269168.864,1181599.162,1394810.445,1447874.53
West Bengal,Suri,2,15,15,,2022,"Suri, West Bengal, India",23.9080538,87.5277255,16.8,62,1015,2.87,310,clear sky,,15,2.5,18.75,18.75,Good,926,0,0,0,0.03,0,2.78,0,1178063.081,832924.0231,1472133.009,1176912.189
West Bengal,Tamluk,13,36,123,,2022,"Tamluk, West Bengal, India",22.2896984,87.9255933,16.81,60,1014,3.09,340,clear sky,,115.6174497,16.25,45,115.6174497,Moderate,210,2,0,0,0.01,1,0.64,0,1073403.777,709268.5147,1627564.647,1073128.374
West Bengal,Tribeni,3,23,83,,2022,"Tribeni, West Bengal, India",22.990303,88.3982606,17.49,61,1014,2.95,340,clear sky,,83,3.75,28.75,83,Satisfactory,4712,15,0,3,0.13,1,14.2,0,1168278.261,806403.8832,1616094.748,1167878.01
West Bengal,Uluberia,13,38,126,,2022,"Uluberia, West Bengal, India",22.4700318,88.1011108,17.83,57,1014,2.76,339,clear sky,,117.6107383,16.25,47.5,117.6107383,Moderate,1199,15,0,0,0.03,1,3.66,0,1102311.004,738426.27,1628701.68,1102030.615
West Bengal,Uttarpara,2,22,82,,2022,"Uttarpara, West Bengal, India",22.6670459,88.3411458,19.98,77,1014,2.06,330,haze,,82,2.5,27.5,82,Satisfactory,11184,24,0,1,0.31,1,33.65,0,1138045.257,774126.1501,1634752.86,1137763.618
Andaman & Nicobar (UT),Port Blair,,,22,,2023,"Port Blair, Andaman & Nicobar (UT), India",11.6234,92.7265,26.85,73,1010,2.43,53,clear sky,,22,,,22,Good,1705,0,0,8,0.05,0,5.12,0,1468675.981,1279056.811,2614066.059,1471552.618
Andhra Pradesh,Amaravati,14,11,71,34,2023,"Amaravati, Andhra Pradesh, India",16.494222,80.5105858,18.18,72,1014,1.21,342,clear sky,56.06896552,71,17.5,13.75,71,Satisfactory,2332,0,0,89,0.06,0,7,0.04,1262.873416,203151.6854,1182490.527,1278.276526
Andhra Pradesh,Anantapur,10,20,58,24,2023,"Anantapur, Andhra Pradesh, India",14.72422,77.4306738,20.98,78,1014,3.55,88,clear sky,40,58,12.5,25,58,Satisfactory,350,1,0,0,0.01,1,1.05,0,396806.5739,22517.40848,1131446.281,397316.3901
Andhra Pradesh,Chittoor,5,11,57,33,2023,"Chittoor, Andhra Pradesh, India",13.2026484,79.0032253,21.3,92,1014,1.69,42,overcast clouds,54.37931034,57,6.25,13.75,57,Satisfactory,287,3,0,6,0.01,1,0.87,0.02,412074.4525,226457.164,1369884.149,414162.9966
Andhra Pradesh,Kadapa,4,22,53,34,2023,"Kadapa, Andhra Pradesh, India",14.4752936,78.8216861,21.45,94,1014,1.53,110,clear sky,56.06896552,53,5,27.5,56.06896552,Satisfactory,3546,5,0,0,0.1,1,10.66,0,297042.3749,135350.4436,1235996.264,298826.1866
Andhra Pradesh,Kakinada,8,16,76,,2023,"Kakinada, Andhra Pradesh, India",16.9437385,82.2350607,19.89,70,1014,2.12,12,clear sky,,76,10,20,76,Satisfactory,4702,12,0,1,0.13,1,14.15,0,199193.859,4285.379593,1300769.901,200156.4101
Andhra Pradesh,Kurnool,7,17,60,30,2023,"Kurnool, Andhra Pradesh, India",15.8309251,78.0425373,19.56,72,1014,2.26,48,clear sky,50,60,8.75,21.25,60,Satisfactory,4566,13,0,13,0.13,1,13.75,0,283103.6145,144062.4514,1057963.144,281996.6769
Andhra Pradesh,Rajahmundry/ Rajamahendravaram,10,16,78,38,2023,"Rajahmundry/ Rajamahendravaram, Andhra Pradesh, India",16.9965809,81.7725567,19.45,71,1014,2.22,33,clear sky,62.82758621,78,12.5,20,78,Satisfactory,5039,9,0,3,0.14,1,15.15,0,152767.0289,55472.88876,1255168.533,153278.3601
Andhra Pradesh,Srikakulam,9,20,72,,2023,"Srikakulam, Andhra Pradesh, India",18.2949307,83.8938844,17.77,74,1015,2.97,332,clear sky,,72,11.25,25,72,Satisfactory,2642,5,0,28,0.07,1,7.95,0.01,432185.069,61004.89907,1382886.154,432318.5782
Andhra Pradesh,Tirupati,5,30,61,32,2023,"Tirupati, Andhra Pradesh, India",13.6316368,79.4231711,22.05,89,1014,1.92,19,scattered clouds,52.68965517,61,6.25,37.5,61,Satisfactory,6026,3,0,33,0.17,1,18.09,0.01,348911.6647,232382.6386,1353699.352,351174.0841
Andhra Pradesh,Vijayawada,6,19,71,38,2023,"Vijayawada, Andhra Pradesh, India",16.5115306,80.6160469,18.43,70,1014,1.12,352,clear sky,62.82758621,71,7.5,23.75,71,Satisfactory,8423,14,0,77,0.23,1,25.32,0.01,12217.22479,191304.7943,1189893.679,13154.59144
Andhra Pradesh,Visakhapatnam,11,34,129,50,2023,"Visakhapatnam, Andhra Pradesh, India",17.6935526,83.2921297,20.1,88,1014,1.03,0,mist,83.10344828,119.6040268,13.75,42.5,119.6040268,Moderate,5988,45,0,30,0.17,1,18.14,0,340390.0303,47810.98033,1354906.34,340811.5086
Andhra Pradesh,Vizianagaram,9,20,74,28,2023,"Vizianagaram, Andhra Pradesh, India",18.1141255,83.4114389,17.49,70,1015,1.27,324,clear sky,46.66666667,74,11.25,25,74,Satisfactory,4533,5,0,10,0.13,1,13.62,0,375083.7244,3600.108688,1343751.184,375158.5287
Arunachal Pradesh,Naharlagun,,,45,24,2023,"Naharlagun, Arunachal Pradesh, India",27.1308555,93.709712,15.66,85,1015,1.83,327,clear sky,40,45,,,45,Good,1265,0,0,0,0.04,0,3.8,0,1843678.234,1584724.249,1940689.998,1948043.309
Assam,Bongaigaon,5,12,51,24,2023,"Bongaigaon, Assam, India",26.4800126,90.5580387,18.85,85,1014,1.09,38,clear sky,40,51,6.25,15,51,Satisfactory,1469,1,0,0,0.04,1,4.41,0,1507344.985,1287510.283,1627023.256,1638194.328
Assam,Brynihat,33,28,289,146,2023,"Brynihat, Assam, India",25.8972,91.8733,14.65,93,1015,1.69,166,clear sky,320.1860465,239,41.25,35,320.1860465,Very Poor,10,0,0,1,0,0,0.03,0.09,1664886.841,1331137.255,1789238.564,1693113.47
Assam,Guwahati,13,10,120,57,2023,"Guwahati, Assam, India",26.1805978,91.753943,21.97,88,1014,0,0,mist,94.93103448,113.6241611,16.25,12.5,113.6241611,Moderate,4948,6,0,14,0.14,1,14.87,0,1645012.543,1346890.421,1764972.461,1706753.719
Assam,Nagaon,11,15,113,51,2023,"Nagaon, Assam, India",26.3313646,92.7524763,18.51,93,1014,1.46,141,clear sky,84.79310345,108.9731544,13.75,18.75,108.9731544,Moderate,373,1,0,16,0.01,1,1.12,0.04,1751206.518,1438835.791,1864688.747,1802269.746
Assam,Nalbari,6,17,132,61,2023,"Nalbari, Assam, India",26.3533631,91.3983662,19.58,84,1014,1.33,79,clear sky,101,121.5973154,7.5,21.25,121.5973154,Moderate,518,0,0,0,0.01,0,1.55,0,1602198.882,1335728.207,1720569.521,1692685.096
Assam,Silcher,6,11,33,17,2023,"Silcher, Assam, India",24.833,92.7789,17.27,88,1014,1.53,62,clear sky,28.33333333,33,7.5,13.75,33,Good,0,8,0,0,0,1,0.03,,1689842.895,1320499.044,1930853.778,1689650.743
Assam,Sivasagar,4,12,40,18,2023,"Sivasagar, Assam, India",26.9834936,94.6394226,18.14,94,1014,1.18,65,clear sky,30,40,5,15,40,Good,594,0,0,3,0.02,0,1.78,0.01,1948521.931,1649239.077,2045617.325,2015827.267
Assam,Tinsukia,6,12,52,24,2023,"Tinsukia, Assam, India",27.4879722,95.3601855,16.03,87,1014,0.84,62,clear sky,40,52,7.5,15,52,Satisfactory,2468,5,0,6,0.07,1,7.42,0,2022920.324,1751268.518,2110435.739,2117936.873
Bihar,Araria,15,26,167,73,2023,"Araria, Bihar, India",26.1346459,87.4654062,18.98,77,1014,2.39,290,clear sky,141.9655172,144.852349,18.75,32.5,144.852349,Moderate,331,0,0,0,0.01,0,0.99,0,1180703.942,1068603.622,1325526.689,1376457.299
Bihar,Arrah,10,36,168,84,2023,"Arrah, Bihar, India",25.560317,84.6632139,16.52,50,1015,2.32,255,clear sky,179.5172414,145.5167785,12.5,45,179.5172414,Moderate,2881,0,0,3,0.08,0,8.64,0,910988.3422,907591.8296,1095146.515,1140090.291
Bihar,Aurangabad,12,8,139,61,2023,"Aurangabad, Bihar, India",24.8033201,84.4110198,15.21,44,1016,2.26,232,clear sky,101,126.2483221,15,10,126.2483221,Moderate,1102,1,0,0,0.03,1,3.31,0,929519.4035,811336.8985,1131901.987,1078982.581
Bihar,Begusarai,18,39,264,147,2023,"Begusarai, Bihar, India",25.5125411,86.0883392,17.3,44,1015,2.29,268,clear sky,320.9534884,214,22.5,48.75,320.9534884,Very Poor,968,0,0,0,0.03,0,2.9,0,1059268.651,939867.4741,1229248.555,1241938.946
Bihar,Bettiah,9,24,187,85,2023,"Bettiah, Bihar, India",26.7910727,84.5601068,17.78,54,1015,1.81,307,clear sky,182.9310345,158.1409396,11.25,30,182.9310345,Moderate,1819,0,0,0,0.05,0,5.46,0,847230.0485,1057177.161,1001515.535,1050483.902
Bihar,Bhagalpur,17,33,167,82,2023,"Bhagalpur, Bihar, India",25.2861354,87.1304229,17.12,54,1015,2.84,286,clear sky,172.6896552,144.852349,21.25,41.25,172.6896552,Moderate,271,0,0,1,0.01,0,0.81,0,1177552.095,957914.2421,1342669.027,1281337.71
Bihar,Bihar Sharif,10,7,121,42,2023,"Bihar Sharif, Bihar, India",25.193859,85.5208617,15.84,48,1015,2.89,245,clear sky,69.5862069,114.2885906,12.5,8.75,114.2885906,Moderate,595,2,0,0,0.02,1,1.79,0,1016595.106,883743.8131,1198877.271,1176732.984
Bihar,Chhapra,17,20,210,82,2023,"Chhapra, Bihar, India",25.7733443,84.7849772,17.12,49,1015,2.15,254,clear sky,172.6896552,173.4228188,21.25,25,173.4228188,Moderate,2146,21,0,0,0.06,1,6.52,0,912750.3397,935742.697,1090709.607,1136630.886
Bihar,Gaya,12,21,119,59,2023,"Gaya, Bihar, India",24.679389,85.0115833,14.6,49,1016,2.32,218,clear sky,98.31034483,112.9597315,15,26.25,112.9597315,Moderate,2047,4,0,47,0.06,1,6.16,0.02,994975.9175,808559.8103,1192612.393,1094342.108
Bihar,Hajipur,6,28,173,57,2023,"Hajipur, Bihar, India",25.6905702,85.2090351,15.98,82,1015,0,0,mist,94.93103448,148.8389262,7.5,35,148.8389262,Moderate,3679,12,0,0,0.1,1,11.08,0,960255.2615,934739.5072,1135364.469,1181850.026
Bihar,Katihar,14,50,193,89,2023,"Katihar, Bihar, India",25.5586421,87.6457196,17.73,68,1014,2.94,268,clear sky,196.5862069,162.1275168,17.5,62.30769231,196.5862069,Moderate,614,2,0,0,0.02,1,1.85,0,1220467.198,1013777.521,1375978.396,1342197.087
Bihar,Kishanganj,12,35,148,57,2023,"Kishanganj, Bihar, India",26.2984144,87.9466715,19.2,72,1014,1.44,289,clear sky,94.93103448,132.2281879,15,43.75,132.2281879,Moderate,88,12,0,0,0,1,0.31,0,1227505.927,1110466.279,1365357.045,1417133.462
Bihar,Manguraha,5,31,91,47,2023,"Manguraha, Bihar, India",26.3583278,85.3281977,17.4,49,1015,2.03,303,clear sky,78.03448276,91,6.25,38.75,91,Satisfactory,517,0,0,2,0.01,0,1.55,0,944549.0931,1018383.102,1102503.357,1151314.091
Bihar,Motihari,7,49,142,47,2023,"Motihari, Bihar, India",26.6506888,84.9114654,17.64,52,1015,1.67,303,clear sky,78.03448276,128.2416107,8.75,61.05128205,128.2416107,Moderate,2709,1,0,0,0.08,1,8.13,0,889638.7495,1045439.646,1044144.612,1093226.074
Bihar,Munger,20,28,193,73,2023,"Munger, Bihar, India",25.2202864,86.5161484,15.67,46,1015,2.25,265,clear sky,141.9655172,162.1275168,25,35,162.1275168,Moderate,165,0,0,0,0,0,0.5,0,1116880.124,922715.1924,1288764.038,1236225.901
Bihar,Muzaffarpur,13,21,179,83,2023,"Muzaffarpur, Bihar, India",26.1482548,85.3316097,17.48,47,1015,2.07,294,clear sky,176.1034483,152.8255034,16.25,26.25,176.1034483,Moderate,2976,2,0,0,0.08,1,8.94,0,953043.3206,992998.4914,1116177.527,1164334.053
Bihar,Patna,8,32,183,90,2023,"Patna, Bihar, India",25.6093239,85.1235252,15.97,82,1015,0,0,mist,200,155.4832215,10,40,200,Moderate,10449,9,0,57,0.29,1,31.38,0.01,955360.7979,922909.5661,1133204.298,1179264.523
Bihar,Purnia,9,28,154,89,2023,"Purnia, Bihar, India",25.7758723,87.4087667,18.19,72,1014,2.48,288,clear sky,196.5862069,136.2147651,11.25,35,196.5862069,Moderate,1338,1,0,0,0.04,1,4.02,0,1187143.724,1025795.008,1340065.994,1348578.703
Bihar,Rajgir,5,18,141,73,2023,"Rajgir, Bihar, India",25.0299973,85.4207368,15.58,48,1015,2.67,237,clear sky,141.9655172,127.5771812,6.25,22.5,141.9655172,Moderate,225,0,0,2,0.01,0,0.68,0.01,1015198.162,861362.2977,1201780.198,1153710.686
Bihar,Saharsa,16,7,183,89,2023,"Saharsa, Bihar, India",25.8330757,86.6143751,17.85,56,1014,2.7,290,clear sky,196.5862069,155.4832215,20,8.75,196.5862069,Moderate,1606,11,0,0,0.04,1,4.86,0,1100821.793,997019.8344,1259092.763,1305985.953
Bihar,Samastipur,14,18,184,82,2023,"Samastipur, Bihar, India",25.7747885,85.8672314,17.54,44,1015,2.44,287,clear sky,172.6896552,156.147651,17.5,22.5,172.6896552,Moderate,30,0,0,0,0,0,0.09,0,1024730.304,963271.709,1191186.764,1239077.717
Bihar,Sasaram,18,26,99,57,2023,"Sasaram, Bihar, India",24.9509656,84.0148733,15.84,41,1016,2.14,261,clear sky,94.93103448,99,22.5,32.5,99,Satisfactory,1521,0,0,5,0.04,0,4.56,0,882381.3063,824389.0195,1086919.845,1078667.017
Bihar,Siwan,13,47,176,88,2023,"Siwan, Bihar, India",26.131008,84.3910745,17.81,53,1015,1.79,278,clear sky,193.1724138,150.8322148,16.25,58.53846154,193.1724138,Moderate,1350,0,0,0,0.04,0,4.05,0,855448.7651,973443.8622,1029429.83,1075765.421
Chandigarh (UT),Chandigarh,6,25,113,58,2023,"Chandigarh, Chandigarh (UT), India",30.7333,76.7794,14.53,40,1016,1.66,18,clear sky,96.62068966,108.9731544,7.5,31.25,108.9731544,Moderate,11423,9,4,15,0.32,1,34.32,0,276202.8603,1715680.669,1087.405156,59753.3401
Chattisgarh,Bilaspur,10,10,71,31,2023,"Bilaspur, Chattisgarh, India",22.1638486,82.1365923,14.36,51,1016,1.89,357,clear sky,51,71,12.5,12.5,71,Satisfactory,1265,1,0,0,0.04,1,3.8,0,694424.0734,502661.5333,1065790.202,690780.6028
Chattisgarh,Chhal,15,16,64,28,2023,"Chhal, Chattisgarh, India",22.0966151,83.1119426,14.24,51,1016,1.51,26,clear sky,46.66666667,64,18.75,20,64,Satisfactory,16,0,0,0,0,0,0.05,0,722990.1271,475852.2071,1174580.072,720085.2463
Chattisgarh,Durg Bhillainagar,11,14,66,31,2023,"Durg Bhillainagar, Chattisgarh, India",21.1888,81.2849,16.05,48,1016,1.03,45,clear sky,51,66,13.75,17.5,66,Satisfactory,6095,0,0,2,0.17,0,18.28,0,560190.7636,434659.8819,993283.2001,556057.5854
Chattisgarh,Korba,8,26,65,31,2023,"Korba, Chattisgarh, India",22.5198217,82.6350029,12.41,56,1017,2.46,359,clear sky,51,65,10,32.5,65,Satisfactory,191,2,0,0,0.01,1,0.58,0,751492.5548,532435.539,1117017.248,748116.7761
Chattisgarh,Kunjemura,9,32,96,19,2023,"Kunjemura, Chattisgarh, India",21.9587,83.6635,14.47,50,1016,1.24,12,clear sky,31.66666667,96,11.25,40,96,Satisfactory,2,0,0,0,0,0,0.01,0,735166.5301,459302.3287,1237483.643,732722.1787
Chattisgarh,Milupara,9,19,50,22,2023,"Milupara, Chattisgarh, India",21.9041,83.6582,14.99,49,1016,1.24,13,clear sky,36.66666667,50,11.25,23.75,50,Good,10,0,0,2,0,0,0.03,0.17,729134.998,452725.4157,1237698.776,726710.5705
Chattisgarh,Raigarh,,,93,38,2023,"Raigarh, Chattisgarh, India",22.2361795,83.3529534,13.49,49,1016,1.37,15,clear sky,62.82758621,93,,,93,Satisfactory,4,0,0,0,0,0,0.01,0,749338.7127,491641.8633,1199525.444,746559.0606
Chattisgarh,Raipur,9,33,77,31,2023,"Raipur, Chattisgarh, India",21.2380912,81.6336993,15.89,48,1016,0.58,35,clear sky,51,77,11.25,41.25,77,Satisfactory,10619,7,0,13,0.3,1,31.88,0,573262.3869,420225.0026,1029647.483,569418.9774
Chattisgarh,Tumidh,9,21,88,35,2023,"Tumidh, Chattisgarh, India",21.7612,83.4108,16,48,1016,0.94,336,clear sky,57.75862069,88,11.25,26.25,88,Satisfactory,626,5,0,0,0.02,1,1.9,0,701035.2356,434605.0556,1212685.407,698487.3765
Delhi (UT),Delhi,8,38,205,105,2023,"Delhi, Delhi (UT), India",28.6139,77.209,16.07,59,1016,0,0,haze,248.7931034,170.1006711,10,47.5,248.7931034,Poor,19052,11,142,271,0.53,1,57.63,0.01,2092.328127,1451698.117,276136.8478,288076.5961
Goa,Mapusa,3,12,62,,2023,"Mapusa, Goa, India",15.590853,73.8102146,24.92,57,1011,2.08,53,clear sky,,62,3.75,15,62,Satisfactory,4460,110,2,186,0.12,1,13.83,0.04,751182.3244,437532.8662,906761.1266,749258.3551
Goa,Panaji,3,13,71,21,2023,"Panaji, Goa, India",15.4989946,73.8282141,24.94,88,1011,0,0,mist,35,71,3.75,16.25,71,Satisfactory,3898,45,3,146,0.11,1,11.88,0.04,750727.8356,433071.37,917553.6072,748887.745
